SampleNumber	MillisecondsSincePowerUp	LeftRawVoltageValue	RightRawVoltageValue	LeftCalibratedForceValue	RightCalibratedForceValue
129600	6480000	0.017	-0.008	0.0357	-0.0168
129601	6480050	0.017	-0.008	0.0357	-0.0168
129602	6480100	0.016	-0.007	0.0336	-0.0147
129603	6480150	0.016	-0.008	0.0336	-0.0168
129604	6480200	0.016	-0.009	0.0336	-0.0189
129605	6480250	0.016	-0.009	0.0336	-0.0189
129606	6480300	0.015	-0.009	0.0315	-0.0189
129607	6480350	0.015	-0.008	0.0315	-0.0168
129608	6480400	0.016	-0.007	0.0336	-0.0147
129609	6480450	0.016	-0.007	0.0336	-0.0147
129610	6480500	0.015	-0.007	0.0315	-0.0147
129611	6480550	0.015	-0.008	0.0315	-0.0168
129612	6480600	0.015	-0.008	0.0315	-0.0168
129613	6480650	0.016	-0.008	0.0336	-0.0168
129614	6480700	0.016	-0.006	0.0336	-0.0126
129615	6480750	0.017	-0.005	0.0357	-0.0105
129616	6480800	0.017	-0.007	0.0357	-0.0147
129617	6480850	0.016	-0.007	0.0336	-0.0147
129618	6480900	0.016	-0.007	0.0336	-0.0147
129619	6480950	0.015	-0.007	0.0315	-0.0147
129620	6481000	0.015	-0.01	0.0315	-0.021
129621	6481050	0.015	-0.011	0.0315	-0.0231
129622	6481100	0.015	-0.009	0.0315	-0.0189
129623	6481150	0.015	-0.009	0.0315	-0.0189
129624	6481200	0.015	-0.008	0.0315	-0.0168
129625	6481250	0.015	-0.007	0.0315	-0.0147
129626	6481300	0.015	-0.009	0.0315	-0.0189
129627	6481350	0.015	-0.009	0.0315	-0.0189
129628	6481400	0.014	-0.01	0.0294	-0.021
129629	6481450	0.014	-0.01	0.0294	-0.021
129630	6481500	0.015	-0.01	0.0315	-0.021
129631	6481550	0.015	-0.011	0.0315	-0.0231
129632	6481600	0.015	-0.01	0.0315	-0.021
129633	6481650	0.016	-0.009	0.0336	-0.0189
129634	6481700	0.015	-0.009	0.0315	-0.0189
129635	6481750	0.015	-0.009	0.0315	-0.0189
129636	6481800	0.014	-0.01	0.0294	-0.021
129637	6481850	0.015	-0.01	0.0315	-0.021
129638	6481900	0.015	-0.01	0.0315	-0.021
129639	6481950	0.016	-0.009	0.0336	-0.0189
129640	6482000	0.016	-0.009	0.0336	-0.0189
129641	6482050	0.015	-0.009	0.0315	-0.0189
129642	6482100	0.016	-0.007	0.0336	-0.0147
129643	6482150	0.017	-0.007	0.0357	-0.0147
129644	6482200	0.018	-0.007	0.0378	-0.0147
129645	6482250	0.018	-0.008	0.0378	-0.0168
129646	6482300	0.016	-0.009	0.0336	-0.0189
129647	6482350	0.016	-0.007	0.0336	-0.0147
129648	6482400	0.017	-0.009	0.0357	-0.0189
129649	6482450	0.017	-0.009	0.0357	-0.0189
129650	6482500	0.016	-0.009	0.0336	-0.0189
129651	6482550	0.015	-0.009	0.0315	-0.0189
129652	6482600	0.016	-0.009	0.0336	-0.0189
129653	6482650	0.018	-0.008	0.0378	-0.0168
129654	6482700	0.016	-0.009	0.0336	-0.0189
129655	6482750	0.017	-0.008	0.0357	-0.0168
129656	6482800	0.016	-0.006	0.0336	-0.0126
129657	6482850	0.015	-0.006	0.0315	-0.0126
129658	6482900	0.015	-0.008	0.0315	-0.0168
129659	6482950	0.016	-0.008	0.0336	-0.0168
129660	6483000	0.016	-0.009	0.0336	-0.0189
129661	6483050	0.016	-0.01	0.0336	-0.021
129662	6483100	0.015	-0.007	0.0315	-0.0147
129663	6483150	0.017	-0.008	0.0357	-0.0168
129664	6483200	0.017	-0.009	0.0357	-0.0189
129665	6483250	0.016	-0.009	0.0336	-0.0189
129666	6483300	0.015	-0.008	0.0315	-0.0168
129667	6483350	0.016	-0.007	0.0336	-0.0147
129668	6483400	0.017	-0.008	0.0357	-0.0168
129669	6483450	0.018	-0.009	0.0378	-0.0189
129670	6483500	0.016	-0.007	0.0336	-0.0147
129671	6483550	0.015	-0.007	0.0315	-0.0147
129672	6483600	0.015	-0.008	0.0315	-0.0168
129673	6483650	0.016	-0.008	0.0336	-0.0168
129674	6483700	0.016	-0.006	0.0336	-0.0126
129675	6483750	0.016	-0.007	0.0336	-0.0147
129676	6483800	0.016	-0.008	0.0336	-0.0168
129677	6483850	0.016	-0.008	0.0336	-0.0168
129678	6483900	0.016	-0.009	0.0336	-0.0189
129679	6483950	0.016	-0.009	0.0336	-0.0189
129680	6484000	0.015	-0.008	0.0315	-0.0168
129681	6484050	0.015	-0.009	0.0315	-0.0189
129682	6484100	0.015	-0.007	0.0315	-0.0147
129683	6484150	0.016	-0.007	0.0336	-0.0147
129684	6484200	0.015	-0.006	0.0315	-0.0126
129685	6484250	0.015	-0.008	0.0315	-0.0168
129686	6484300	0.015	-0.008	0.0315	-0.0168
129687	6484350	0.013	-0.008	0.0273	-0.0168
129688	6484400	0.015	-0.009	0.0315	-0.0189
129689	6484450	0.016	-0.008	0.0336	-0.0168
129690	6484500	0.017	-0.006	0.0357	-0.0126
129691	6484550	0.016	-0.006	0.0336	-0.0126
129692	6484600	0.016	-0.006	0.0336	-0.0126
129693	6484650	0.016	-0.006	0.0336	-0.0126
129694	6484700	0.016	-0.008	0.0336	-0.0168
129695	6484750	0.017	-0.01	0.0357	-0.021
129696	6484800	0.017	-0.009	0.0357	-0.0189
129697	6484850	0.017	-0.008	0.0357	-0.0168
129698	6484900	0.017	-0.007	0.0357	-0.0147
129699	6484950	0.015	-0.006	0.0315	-0.0126
129700	6485000	0.015	-0.007	0.0315	-0.0147
129701	6485050	0.015	-0.007	0.0315	-0.0147
129702	6485100	0.016	-0.008	0.0336	-0.0168
129703	6485150	0.015	-0.009	0.0315	-0.0189
129704	6485200	0.014	-0.009	0.0294	-0.0189
129705	6485250	0.015	-0.009	0.0315	-0.0189
129706	6485300	0.017	-0.007	0.0357	-0.0147
129707	6485350	0.017	-0.007	0.0357	-0.0147
129708	6485400	0.017	-0.007	0.0357	-0.0147
129709	6485450	0.018	-0.007	0.0378	-0.0147
129710	6485500	0.016	-0.007	0.0336	-0.0147
129711	6485550	0.016	-0.007	0.0336	-0.0147
129712	6485600	0.016	-0.007	0.0336	-0.0147
129713	6485650	0.016	-0.008	0.0336	-0.0168
129714	6485700	0.016	-0.008	0.0336	-0.0168
129715	6485750	0.017	-0.007	0.0357	-0.0147
129716	6485800	0.016	-0.007	0.0336	-0.0147
129717	6485850	0.017	-0.008	0.0357	-0.0168
129718	6485900	0.016	-0.009	0.0336	-0.0189
129719	6485950	0.016	-0.008	0.0336	-0.0168
129720	6486000	0.016	-0.007	0.0336	-0.0147
129721	6486050	0.016	-0.006	0.0336	-0.0126
129722	6486100	0.015	-0.005	0.0315	-0.0105
129723	6486150	0.016	-0.006	0.0336	-0.0126
129724	6486200	0.016	-0.007	0.0336	-0.0147
129725	6486250	0.016	-0.008	0.0336	-0.0168
129726	6486300	0.016	-0.006	0.0336	-0.0126
129727	6486350	0.016	-0.005	0.0336	-0.0105
129728	6486400	0.018	-0.007	0.0378	-0.0147
129729	6486450	0.017	-0.007	0.0357	-0.0147
129730	6486500	0.017	-0.008	0.0357	-0.0168
129731	6486550	0.016	-0.008	0.0336	-0.0168
129732	6486600	0.015	-0.007	0.0315	-0.0147
129733	6486650	0.015	-0.008	0.0315	-0.0168
129734	6486700	0.016	-0.008	0.0336	-0.0168
129735	6486750	0.017	-0.009	0.0357	-0.0189
129736	6486800	0.016	-0.008	0.0336	-0.0168
129737	6486850	0.015	-0.008	0.0315	-0.0168
129738	6486900	0.015	-0.008	0.0315	-0.0168
129739	6486950	0.014	-0.007	0.0294	-0.0147
129740	6487000	0.014	-0.006	0.0294	-0.0126
129741	6487050	0.014	-0.008	0.0294	-0.0168
129742	6487100	0.016	-0.008	0.0336	-0.0168
129743	6487150	0.017	-0.008	0.0357	-0.0168
129744	6487200	0.016	-0.007	0.0336	-0.0147
129745	6487250	0.016	-0.008	0.0336	-0.0168
129746	6487300	0.016	-0.009	0.0336	-0.0189
129747	6487350	0.015	-0.009	0.0315	-0.0189
129748	6487400	0.016	-0.007	0.0336	-0.0147
129749	6487450	0.015	-0.008	0.0315	-0.0168
129750	6487500	0.016	-0.008	0.0336	-0.0168
129751	6487550	0.015	-0.008	0.0315	-0.0168
129752	6487600	0.016	-0.007	0.0336	-0.0147
129753	6487650	0.016	-0.008	0.0336	-0.0168
129754	6487700	0.015	-0.006	0.0315	-0.0126
129755	6487750	0.015	-0.005	0.0315	-0.0105
129756	6487800	0.015	-0.005	0.0315	-0.0105
129757	6487850	0.016	-0.006	0.0336	-0.0126
129758	6487900	0.016	-0.007	0.0336	-0.0147
129759	6487950	0.016	-0.008	0.0336	-0.0168
129760	6488000	0.016	-0.008	0.0336	-0.0168
129761	6488050	0.016	-0.007	0.0336	-0.0147
129762	6488100	0.018	-0.007	0.0378	-0.0147
129763	6488150	0.018	-0.007	0.0378	-0.0147
129764	6488200	0.017	-0.008	0.0357	-0.0168
129765	6488250	0.015	-0.008	0.0315	-0.0168
129766	6488300	0.016	-0.008	0.0336	-0.0168
129767	6488350	0.016	-0.008	0.0336	-0.0168
129768	6488400	0.015	-0.008	0.0315	-0.0168
129769	6488450	0.015	-0.008	0.0315	-0.0168
129770	6488500	0.015	-0.008	0.0315	-0.0168
129771	6488550	0.015	-0.008	0.0315	-0.0168
129772	6488600	0.015	-0.007	0.0315	-0.0147
129773	6488650	0.016	-0.008	0.0336	-0.0168
129774	6488700	0.016	-0.008	0.0336	-0.0168
129775	6488750	0.016	-0.008	0.0336	-0.0168
129776	6488800	0.017	-0.007	0.0357	-0.0147
129777	6488850	0.018	-0.007	0.0378	-0.0147
129778	6488900	0.017	-0.009	0.0357	-0.0189
129779	6488950	0.017	-0.008	0.0357	-0.0168
129780	6489000	0.017	-0.009	0.0357	-0.0189
129781	6489050	0.017	-0.008	0.0357	-0.0168
129782	6489100	0.015	-0.007	0.0315	-0.0147
129783	6489150	0.015	-0.007	0.0315	-0.0147
129784	6489200	0.015	-0.008	0.0315	-0.0168
129785	6489250	0.016	-0.008	0.0336	-0.0168
129786	6489300	0.017	-0.009	0.0357	-0.0189
129787	6489350	0.017	-0.008	0.0357	-0.0168
129788	6489400	0.015	-0.008	0.0315	-0.0168
129789	6489450	0.014	-0.007	0.0294	-0.0147
129790	6489500	0.015	-0.008	0.0315	-0.0168
129791	6489550	0.017	-0.008	0.0357	-0.0168
129792	6489600	0.018	-0.009	0.0378	-0.0189
129793	6489650	0.016	-0.01	0.0336	-0.021
129794	6489700	0.017	-0.009	0.0357	-0.0189
129795	6489750	0.017	-0.009	0.0357	-0.0189
129796	6489800	0.017	-0.008	0.0357	-0.0168
129797	6489850	0.017	-0.009	0.0357	-0.0189
129798	6489900	0.015	-0.008	0.0315	-0.0168
129799	6489950	0.015	-0.007	0.0315	-0.0147
129800	6490000	0.014	-0.007	0.0294	-0.0147
129801	6490050	0.015	-0.006	0.0315	-0.0126
129802	6490100	0.015	-0.007	0.0315	-0.0147
129803	6490150	0.015	-0.007	0.0315	-0.0147
129804	6490200	0.016	-0.009	0.0336	-0.0189
129805	6490250	0.018	-0.008	0.0378	-0.0168
129806	6490300	0.018	-0.009	0.0378	-0.0189
129807	6490350	0.017	-0.007	0.0357	-0.0147
129808	6490400	0.016	-0.005	0.0336	-0.0105
129809	6490450	0.018	-0.006	0.0378	-0.0126
129810	6490500	0.018	-0.006	0.0378	-0.0126
129811	6490550	0.018	-0.006	0.0378	-0.0126
129812	6490600	0.018	-0.007	0.0378	-0.0147
129813	6490650	0.018	-0.006	0.0378	-0.0126
129814	6490700	0.018	-0.006	0.0378	-0.0126
129815	6490750	0.017	-0.008	0.0357	-0.0168
129816	6490800	0.016	-0.005	0.0336	-0.0105
129817	6490850	0.015	-0.006	0.0315	-0.0126
129818	6490900	0.015	-0.007	0.0315	-0.0147
129819	6490950	0.016	-0.008	0.0336	-0.0168
129820	6491000	0.017	-0.009	0.0357	-0.0189
129821	6491050	0.018	-0.008	0.0378	-0.0168
129822	6491100	0.018	-0.007	0.0378	-0.0147
129823	6491150	0.018	-0.007	0.0378	-0.0147
129824	6491200	0.018	-0.007	0.0378	-0.0147
129825	6491250	0.018	-0.007	0.0378	-0.0147
129826	6491300	0.015	-0.009	0.0315	-0.0189
129827	6491350	0.014	-0.009	0.0294	-0.0189
129828	6491400	0.015	-0.009	0.0315	-0.0189
129829	6491450	0.017	-0.008	0.0357	-0.0168
129830	6491500	0.018	-0.006	0.0378	-0.0126
129831	6491550	0.017	-0.006	0.0357	-0.0126
129832	6491600	0.017	-0.008	0.0357	-0.0168
129833	6491650	0.017	-0.008	0.0357	-0.0168
129834	6491700	0.017	-0.007	0.0357	-0.0147
129835	6491750	0.016	-0.006	0.0336	-0.0126
129836	6491800	0.017	-0.007	0.0357	-0.0147
129837	6491850	0.017	-0.007	0.0357	-0.0147
129838	6491900	0.016	-0.009	0.0336	-0.0189
129839	6491950	0.016	-0.009	0.0336	-0.0189
129840	6492000	0.015	-0.008	0.0315	-0.0168
129841	6492050	0.016	-0.007	0.0336	-0.0147
129842	6492100	0.017	-0.006	0.0357	-0.0126
129843	6492150	0.017	-0.006	0.0357	-0.0126
129844	6492200	0.016	-0.008	0.0336	-0.0168
129845	6492250	0.014	-0.009	0.0294	-0.0189
129846	6492300	0.015	-0.008	0.0315	-0.0168
129847	6492350	0.016	-0.009	0.0336	-0.0189
129848	6492400	0.015	-0.009	0.0315	-0.0189
129849	6492450	0.016	-0.008	0.0336	-0.0168
129850	6492500	0.016	-0.007	0.0336	-0.0147
129851	6492550	0.017	-0.007	0.0357	-0.0147
129852	6492600	0.017	-0.009	0.0357	-0.0189
129853	6492650	0.016	-0.009	0.0336	-0.0189
129854	6492700	0.016	-0.007	0.0336	-0.0147
129855	6492750	0.017	-0.006	0.0357	-0.0126
129856	6492800	0.017	-0.007	0.0357	-0.0147
129857	6492850	0.017	-0.008	0.0357	-0.0168
129858	6492900	0.014	-0.007	0.0294	-0.0147
129859	6492950	0.013	-0.008	0.0273	-0.0168
129860	6493000	0.014	-0.009	0.0294	-0.0189
129861	6493050	0.015	-0.008	0.0315	-0.0168
129862	6493100	0.016	-0.008	0.0336	-0.0168
129863	6493150	0.016	-0.008	0.0336	-0.0168
129864	6493200	0.016	-0.009	0.0336	-0.0189
129865	6493250	0.016	-0.01	0.0336	-0.021
129866	6493300	0.017	-0.009	0.0357	-0.0189
129867	6493350	0.016	-0.009	0.0336	-0.0189
129868	6493400	0.016	-0.009	0.0336	-0.0189
129869	6493450	0.016	-0.008	0.0336	-0.0168
129870	6493500	0.015	-0.008	0.0315	-0.0168
129871	6493550	0.016	-0.007	0.0336	-0.0147
129872	6493600	0.016	-0.007	0.0336	-0.0147
129873	6493650	0.016	-0.009	0.0336	-0.0189
129874	6493700	0.016	-0.009	0.0336	-0.0189
129875	6493750	0.017	-0.008	0.0357	-0.0168
129876	6493800	0.016	-0.008	0.0336	-0.0168
129877	6493850	0.015	-0.008	0.0315	-0.0168
129878	6493900	0.015	-0.008	0.0315	-0.0168
129879	6493950	0.016	-0.008	0.0336	-0.0168
129880	6494000	0.016	-0.009	0.0336	-0.0189
129881	6494050	0.017	-0.009	0.0357	-0.0189
129882	6494100	0.015	-0.008	0.0315	-0.0168
129883	6494150	0.016	-0.01	0.0336	-0.021
129884	6494200	0.016	-0.008	0.0336	-0.0168
129885	6494250	0.016	-0.007	0.0336	-0.0147
129886	6494300	0.016	-0.006	0.0336	-0.0126
129887	6494350	0.015	-0.006	0.0315	-0.0126
129888	6494400	0.016	-0.005	0.0336	-0.0105
129889	6494450	0.017	-0.007	0.0357	-0.0147
129890	6494500	0.018	-0.007	0.0378	-0.0147
129891	6494550	0.018	-0.008	0.0378	-0.0168
129892	6494600	0.016	-0.009	0.0336	-0.0189
129893	6494650	0.016	-0.009	0.0336	-0.0189
129894	6494700	0.017	-0.009	0.0357	-0.0189
129895	6494750	0.017	-0.008	0.0357	-0.0168
129896	6494800	0.016	-0.007	0.0336	-0.0147
129897	6494850	0.016	-0.008	0.0336	-0.0168
129898	6494900	0.016	-0.007	0.0336	-0.0147
129899	6494950	0.016	-0.007	0.0336	-0.0147
129900	6495000	0.016	-0.007	0.0336	-0.0147
129901	6495050	0.016	-0.008	0.0336	-0.0168
129902	6495100	0.017	-0.008	0.0357	-0.0168
129903	6495150	0.016	-0.007	0.0336	-0.0147
129904	6495200	0.017	-0.007	0.0357	-0.0147
129905	6495250	0.017	-0.008	0.0357	-0.0168
129906	6495300	0.015	-0.008	0.0315	-0.0168
129907	6495350	0.014	-0.007	0.0294	-0.0147
129908	6495400	0.013	-0.007	0.0273	-0.0147
129909	6495450	0.014	-0.008	0.0294	-0.0168
129910	6495500	0.016	-0.007	0.0336	-0.0147
129911	6495550	0.016	-0.008	0.0336	-0.0168
129912	6495600	0.016	-0.01	0.0336	-0.021
129913	6495650	0.016	-0.01	0.0336	-0.021
129914	6495700	0.018	-0.008	0.0378	-0.0168
129915	6495750	0.017	-0.007	0.0357	-0.0147
129916	6495800	0.015	-0.008	0.0315	-0.0168
129917	6495850	0.015	-0.008	0.0315	-0.0168
129918	6495900	0.016	-0.008	0.0336	-0.0168
129919	6495950	0.016	-0.007	0.0336	-0.0147
129920	6496000	0.015	-0.008	0.0315	-0.0168
129921	6496050	0.016	-0.007	0.0336	-0.0147
129922	6496100	0.016	-0.007	0.0336	-0.0147
129923	6496150	0.017	-0.007	0.0357	-0.0147
129924	6496200	0.018	-0.009	0.0378	-0.0189
129925	6496250	0.017	-0.008	0.0357	-0.0168
129926	6496300	0.015	-0.008	0.0315	-0.0168
129927	6496350	0.014	-0.009	0.0294	-0.0189
129928	6496400	0.016	-0.008	0.0336	-0.0168
129929	6496450	0.016	-0.008	0.0336	-0.0168
129930	6496500	0.016	-0.008	0.0336	-0.0168
129931	6496550	0.016	-0.009	0.0336	-0.0189
129932	6496600	0.013	-0.008	0.0273	-0.0168
129933	6496650	0.013	-0.007	0.0273	-0.0147
129934	6496700	0.016	-0.008	0.0336	-0.0168
129935	6496750	0.017	-0.009	0.0357	-0.0189
129936	6496800	0.016	-0.009	0.0336	-0.0189
129937	6496850	0.015	-0.008	0.0315	-0.0168
129938	6496900	0.017	-0.007	0.0357	-0.0147
129939	6496950	0.017	-0.007	0.0357	-0.0147
129940	6497000	0.017	-0.006	0.0357	-0.0126
129941	6497050	0.016	-0.007	0.0336	-0.0147
129942	6497100	0.015	-0.008	0.0315	-0.0168
129943	6497150	0.016	-0.007	0.0336	-0.0147
129944	6497200	0.017	-0.006	0.0357	-0.0126
129945	6497250	0.016	-0.006	0.0336	-0.0126
129946	6497300	0.015	-0.006	0.0315	-0.0126
129947	6497350	0.016	-0.007	0.0336	-0.0147
129948	6497400	0.017	-0.008	0.0357	-0.0168
129949	6497450	0.016	-0.009	0.0336	-0.0189
129950	6497500	0.015	-0.008	0.0315	-0.0168
129951	6497550	0.017	-0.009	0.0357	-0.0189
129952	6497600	0.016	-0.01	0.0336	-0.021
129953	6497650	0.017	-0.009	0.0357	-0.0189
129954	6497700	0.018	-0.01	0.0378	-0.021
129955	6497750	0.017	-0.009	0.0357	-0.0189
129956	6497800	0.016	-0.007	0.0336	-0.0147
129957	6497850	0.016	-0.006	0.0336	-0.0126
129958	6497900	0.017	-0.007	0.0357	-0.0147
129959	6497950	0.017	-0.007	0.0357	-0.0147
129960	6498000	0.016	-0.007	0.0336	-0.0147
129961	6498050	0.015	-0.008	0.0315	-0.0168
129962	6498100	0.015	-0.008	0.0315	-0.0168
129963	6498150	0.015	-0.008	0.0315	-0.0168
129964	6498200	0.017	-0.009	0.0357	-0.0189
129965	6498250	0.018	-0.007	0.0378	-0.0147
129966	6498300	0.016	-0.008	0.0336	-0.0168
129967	6498350	0.015	-0.009	0.0315	-0.0189
129968	6498400	0.016	-0.01	0.0336	-0.021
129969	6498450	0.015	-0.009	0.0315	-0.0189
129970	6498500	0.014	-0.009	0.0294	-0.0189
129971	6498550	0.014	-0.009	0.0294	-0.0189
129972	6498600	0.015	-0.009	0.0315	-0.0189
129973	6498650	0.015	-0.009	0.0315	-0.0189
129974	6498700	0.015	-0.008	0.0315	-0.0168
129975	6498750	0.017	-0.008	0.0357	-0.0168
129976	6498800	0.017	-0.007	0.0357	-0.0147
129977	6498850	0.018	-0.007	0.0378	-0.0147
129978	6498900	0.018	-0.008	0.0378	-0.0168
129979	6498950	0.017	-0.009	0.0357	-0.0189
129980	6499000	0.016	-0.008	0.0336	-0.0168
129981	6499050	0.016	-0.008	0.0336	-0.0168
129982	6499100	0.015	-0.008	0.0315	-0.0168
129983	6499150	0.015	-0.008	0.0315	-0.0168
129984	6499200	0.017	-0.008	0.0357	-0.0168
129985	6499250	0.017	-0.007	0.0357	-0.0147
129986	6499300	0.017	-0.007	0.0357	-0.0147
129987	6499350	0.016	-0.008	0.0336	-0.0168
129988	6499400	0.015	-0.007	0.0315	-0.0147
129989	6499450	0.014	-0.007	0.0294	-0.0147
129990	6499500	0.014	-0.007	0.0294	-0.0147
129991	6499550	0.015	-0.009	0.0315	-0.0189
129992	6499600	0.018	-0.01	0.0378	-0.021
129993	6499650	0.019	-0.009	0.0399	-0.0189
129994	6499700	0.016	-0.007	0.0336	-0.0147
129995	6499750	0.016	-0.008	0.0336	-0.0168
129996	6499800	0.016	-0.01	0.0336	-0.021
129997	6499850	0.016	-0.009	0.0336	-0.0189
129998	6499900	0.014	-0.008	0.0294	-0.0168
129999	6499950	0.014	-0.007	0.0294	-0.0147
130000	6500000	0.015	-0.008	0.0315	-0.0168
130001	6500050	0.017	-0.008	0.0357	-0.0168
130002	6500100	0.017	-0.008	0.0357	-0.0168
130003	6500150	0.017	-0.009	0.0357	-0.0189
130004	6500200	0.015	-0.008	0.0315	-0.0168
130005	6500250	0.015	-0.009	0.0315	-0.0189
130006	6500300	0.016	-0.009	0.0336	-0.0189
130007	6500350	0.017	-0.008	0.0357	-0.0168
130008	6500400	0.017	-0.007	0.0357	-0.0147
130009	6500450	0.015	-0.008	0.0315	-0.0168
130010	6500500	0.014	-0.007	0.0294	-0.0147
130011	6500550	0.014	-0.005	0.0294	-0.0105
130012	6500600	0.013	-0.006	0.0273	-0.0126
130013	6500650	0.013	-0.008	0.0273	-0.0168
130014	6500700	0.015	-0.008	0.0315	-0.0168
130015	6500750	0.014	-0.007	0.0294	-0.0147
130016	6500800	0.013	-0.009	0.0273	-0.0189
130017	6500850	0.013	-0.008	0.0273	-0.0168
130018	6500900	0.011	-0.007	0.0231	-0.0147
130019	6500950	0.011	-0.007	0.0231	-0.0147
130020	6501000	0.014	-0.009	0.0294	-0.0189
130021	6501050	0.014	-0.009	0.0294	-0.0189
130022	6501100	0.014	-0.009	0.0294	-0.0189
130023	6501150	0.012	-0.009	0.0252	-0.0189
130024	6501200	0.013	-0.009	0.0273	-0.0189
130025	6501250	0.013	-0.007	0.0273	-0.0147
130026	6501300	0.011	-0.005	0.0231	-0.0105
130027	6501350	0.01	-0.006	0.021	-0.0126
130028	6501400	0.014	-0.009	0.0294	-0.0189
130029	6501450	0.013	-0.008	0.0273	-0.0168
130030	6501500	0.012	-0.006	0.0252	-0.0126
130031	6501550	0.012	-0.007	0.0252	-0.0147
130032	6501600	0.011	-0.007	0.0231	-0.0147
130033	6501650	0.012	-0.009	0.0252	-0.0189
130034	6501700	0.013	-0.005	0.0273	-0.0105
130035	6501750	0.013	-0.006	0.0273	-0.0126
130036	6501800	0.013	-0.007	0.0273	-0.0147
130037	6501850	0.013	-0.008	0.0273	-0.0168
130038	6501900	0.014	-0.007	0.0294	-0.0147
130039	6501950	0.013	-0.008	0.0273	-0.0168
130040	6502000	0.013	-0.009	0.0273	-0.0189
130041	6502050	0.012	-0.009	0.0252	-0.0189
130042	6502100	0.013	-0.007	0.0273	-0.0147
130043	6502150	0.014	-0.008	0.0294	-0.0168
130044	6502200	0.015	-0.009	0.0315	-0.0189
130045	6502250	0.014	-0.009	0.0294	-0.0189
130046	6502300	0.013	-0.009	0.0273	-0.0189
130047	6502350	0.014	-0.009	0.0294	-0.0189
130048	6502400	0.012	-0.009	0.0252	-0.0189
130049	6502450	0.012	-0.008	0.0252	-0.0168
130050	6502500	0.014	-0.007	0.0294	-0.0147
130051	6502550	0.015	-0.008	0.0315	-0.0168
130052	6502600	0.015	-0.008	0.0315	-0.0168
130053	6502650	0.015	-0.008	0.0315	-0.0168
130054	6502700	0.014	-0.008	0.0294	-0.0168
130055	6502750	0.014	-0.008	0.0294	-0.0168
130056	6502800	0.013	-0.009	0.0273	-0.0189
130057	6502850	0.013	-0.009	0.0273	-0.0189
130058	6502900	0.013	-0.008	0.0273	-0.0168
130059	6502950	0.013	-0.007	0.0273	-0.0147
130060	6503000	0.012	-0.008	0.0252	-0.0168
130061	6503050	0.013	-0.008	0.0273	-0.0168
130062	6503100	0.014	-0.008	0.0294	-0.0168
130063	6503150	0.014	-0.005	0.0294	-0.0105
130064	6503200	0.013	-0.005	0.0273	-0.0105
130065	6503250	0.013	-0.007	0.0273	-0.0147
130066	6503300	0.014	-0.007	0.0294	-0.0147
130067	6503350	0.014	-0.007	0.0294	-0.0147
130068	6503400	0.013	-0.006	0.0273	-0.0126
130069	6503450	0.013	-0.007	0.0273	-0.0147
130070	6503500	0.013	-0.008	0.0273	-0.0168
130071	6503550	0.014	-0.008	0.0294	-0.0168
130072	6503600	0.013	-0.009	0.0273	-0.0189
130073	6503650	0.012	-0.009	0.0252	-0.0189
130074	6503700	0.014	-0.007	0.0294	-0.0147
130075	6503750	0.014	-0.007	0.0294	-0.0147
130076	6503800	0.014	-0.006	0.0294	-0.0126
130077	6503850	0.013	-0.007	0.0273	-0.0147
130078	6503900	0.013	-0.009	0.0273	-0.0189
130079	6503950	0.012	-0.01	0.0252	-0.021
130080	6504000	0.012	-0.008	0.0252	-0.0168
130081	6504050	0.013	-0.008	0.0273	-0.0168
130082	6504100	0.011	-0.008	0.0231	-0.0168
130083	6504150	0.011	-0.009	0.0231	-0.0189
130084	6504200	0.012	-0.009	0.0252	-0.0189
130085	6504250	0.013	-0.007	0.0273	-0.0147
130086	6504300	0.012	-0.006	0.0252	-0.0126
130087	6504350	0.011	-0.007	0.0231	-0.0147
130088	6504400	0.012	-0.008	0.0252	-0.0168
130089	6504450	0.012	-0.009	0.0252	-0.0189
130090	6504500	0.012	-0.009	0.0252	-0.0189
130091	6504550	0.011	-0.008	0.0231	-0.0168
130092	6504600	0.012	-0.009	0.0252	-0.0189
130093	6504650	0.012	-0.01	0.0252	-0.021
130094	6504700	0.014	-0.009	0.0294	-0.0189
130095	6504750	0.014	-0.007	0.0294	-0.0147
130096	6504800	0.014	-0.007	0.0294	-0.0147
130097	6504850	0.013	-0.006	0.0273	-0.0126
130098	6504900	0.012	-0.006	0.0252	-0.0126
130099	6504950	0.012	-0.006	0.0252	-0.0126
130100	6505000	0.012	-0.006	0.0252	-0.0126
130101	6505050	0.011	-0.006	0.0231	-0.0126
130102	6505100	0.01	-0.007	0.021	-0.0147
130103	6505150	0.011	-0.007	0.0231	-0.0147
130104	6505200	0.012	-0.006	0.0252	-0.0126
130105	6505250	0.013	-0.006	0.0273	-0.0126
130106	6505300	0.012	-0.007	0.0252	-0.0147
130107	6505350	0.013	-0.007	0.0273	-0.0147
130108	6505400	0.014	-0.007	0.0294	-0.0147
130109	6505450	0.013	-0.007	0.0273	-0.0147
130110	6505500	0.012	-0.008	0.0252	-0.0168
130111	6505550	0.013	-0.007	0.0273	-0.0147
130112	6505600	0.013	-0.009	0.0273	-0.0189
130113	6505650	0.014	-0.01	0.0294	-0.021
130114	6505700	0.014	-0.008	0.0294	-0.0168
130115	6505750	0.013	-0.008	0.0273	-0.0168
