SampleNumber	MillisecondsSincePowerUp	LeftRawVoltageValue	RightRawVoltageValue	LeftCalibratedForceValue	RightCalibratedForceValue
71096	3554800	-0.02	0.004	-0.042	0.0084
71097	3554850	-0.02	0.005	-0.042	0.0105
71098	3554900	-0.021	0.005	-0.0441	0.0105
71099	3554950	-0.021	0.005	-0.0441	0.0105
71100	3555000	-0.018	0.006	-0.0378	0.0126
71101	3555050	-0.014	0.005	-0.0294	0.0105
71102	3555100	-0.012	0.004	-0.0252	0.0084
71103	3555150	-0.012	0.005	-0.0252	0.0105
71104	3555200	-0.013	0.005	-0.0273	0.0105
71105	3555250	-0.014	0.005	-0.0294	0.0105
71106	3555300	-0.013	0.004	-0.0273	0.0084
71107	3555350	-0.014	0.005	-0.0294	0.0105
71108	3555400	-0.012	0.005	-0.0252	0.0105
71109	3555450	-0.01	0.005	-0.021	0.0105
71110	3555500	-0.005	0.003	-0.0105	0.0063
71111	3555550	0	0.004	0	0.0084
71112	3555600	0.007	0.004	0.0147	0.0084
71113	3555650	0.011	0.005	0.0231	0.0105
71114	3555700	0.011	0.003	0.0231	0.0063
71115	3555750	0.011	0.003	0.0231	0.0063
71116	3555800	0.012	0.004	0.0252	0.0084
71117	3555850	0.012	0.006	0.0252	0.0126
71118	3555900	0.006	0.005	0.0126	0.0105
71119	3555950	0.004	0.003	0.0084	0.0063
71120	3556000	0.003	0.003	0.0063	0.0063
71121	3556050	0.004	0.005	0.0084	0.0105
71122	3556100	0.003	0.005	0.0063	0.0105
71123	3556150	0.002	0.004	0.0042	0.0084
71124	3556200	0.001	0.006	0.0021	0.0126
71125	3556250	0.001	0.005	0.0021	0.0105
71126	3556300	0	0.005	0	0.0105
71127	3556350	-0.002	0.005	-0.0042	0.0105
71128	3556400	-0.005	0.004	-0.0105	0.0084
71129	3556450	-0.004	0.005	-0.0084	0.0105
71130	3556500	-0.005	0.005	-0.0105	0.0105
71131	3556550	-0.005	0.005	-0.0105	0.0105
71132	3556600	-0.007	0.005	-0.0147	0.0105
71133	3556650	-0.007	0.005	-0.0147	0.0105
71134	3556700	-0.006	0.006	-0.0126	0.0126
71135	3556750	-0.005	0.006	-0.0105	0.0126
71136	3556800	-0.005	0.006	-0.0105	0.0126
71137	3556850	-0.003	0.005	-0.0063	0.0105
71138	3556900	-0.002	0.006	-0.0042	0.0126
71139	3556950	-0.004	0.005	-0.0084	0.0105
71140	3557000	-0.005	0.006	-0.0105	0.0126
71141	3557050	-0.008	0.004	-0.0168	0.0084
71142	3557100	-0.008	0.006	-0.0168	0.0126
71143	3557150	-0.007	0.006	-0.0147	0.0126
71144	3557200	-0.006	0.005	-0.0126	0.0105
71145	3557250	-0.005	0.005	-0.0105	0.0105
71146	3557300	-0.004	0.003	-0.0084	0.0063
71147	3557350	-0.004	0.004	-0.0084	0.0084
71148	3557400	-0.005	0.006	-0.0105	0.0126
71149	3557450	-0.006	0.005	-0.0126	0.0105
71150	3557500	-0.005	0.005	-0.0105	0.0105
71151	3557550	-0.002	0.004	-0.0042	0.0084
71152	3557600	-0.002	0.004	-0.0042	0.0084
71153	3557650	-0.005	-0.001	-0.0105	-0.0021
71154	3557700	-0.009	-0.01	-0.0189	-0.021
71155	3557750	-0.011	-0.02	-0.0231	-0.042
71156	3557800	-0.01	-0.019	-0.021	-0.0399
71157	3557850	-0.009	-0.014	-0.0189	-0.0294
71158	3557900	-0.004	-0.005	-0.0084	-0.0105
71159	3557950	0	-0.003	0	-0.0063
71160	3558000	0.005	-0.001	0.0105	-0.0021
71161	3558050	0.008	0	0.0168	0
71162	3558100	0.009	0.002	0.0189	0.0042
71163	3558150	0.011	0.003	0.0231	0.0063
71164	3558200	0.01	0.004	0.021	0.0084
71165	3558250	0.01	0.004	0.021	0.0084
71166	3558300	0.01	0.005	0.021	0.0105
71167	3558350	0.009	0.006	0.0189	0.0126
71168	3558400	0.008	0.005	0.0168	0.0105
71169	3558450	0.008	0.003	0.0168	0.0063
71170	3558500	0.007	0.003	0.0147	0.0063
71171	3558550	0.006	0.003	0.0126	0.0063
71172	3558600	0.003	-0.002	0.0063	-0.0042
71173	3558650	0.004	-0.001	0.0084	-0.0021
71174	3558700	0.008	0.005	0.0168	0.0105
71175	3558750	0.009	0.005	0.0189	0.0105
71176	3558800	0.01	0.007	0.021	0.0147
71177	3558850	0.011	0.007	0.0231	0.0147
71178	3558900	0.011	0.008	0.0231	0.0168
71179	3558950	0.011	0.008	0.0231	0.0168
71180	3559000	0.012	0.01	0.0252	0.021
71181	3559050	0.012	0.01	0.0252	0.021
71182	3559100	0.012	0.011	0.0252	0.0231
71183	3559150	0.011	0.011	0.0231	0.0231
71184	3559200	0.01	0.012	0.021	0.0252
71185	3559250	0.011	0.011	0.0231	0.0231
71186	3559300	0.012	0.01	0.0252	0.021
71187	3559350	0.011	0.008	0.0231	0.0168
71188	3559400	0.011	0.009	0.0231	0.0189
71189	3559450	0.011	0.011	0.0231	0.0231
71190	3559500	0.011	0.011	0.0231	0.0231
71191	3559550	0.011	0.01	0.0231	0.021
71192	3559600	0.012	0.01	0.0252	0.021
71193	3559650	0.012	0.01	0.0252	0.021
71194	3559700	0.013	0.008	0.0273	0.0168
71195	3559750	0.013	0.008	0.0273	0.0168
71196	3559800	0.012	0.009	0.0252	0.0189
71197	3559850	0.013	0.01	0.0273	0.021
71198	3559900	0.014	0.011	0.0294	0.0231
71199	3559950	0.013	0.013	0.0273	0.0273
71200	3560000	0.012	0.012	0.0252	0.0252
71201	3560050	0.01	0.011	0.021	0.0231
71202	3560100	0.01	0.012	0.021	0.0252
71203	3560150	0.01	0.013	0.021	0.0273
71204	3560200	0.008	0.012	0.0168	0.0252
71205	3560250	0.008	0.012	0.0168	0.0252
71206	3560300	0.009	0.013	0.0189	0.0273
71207	3560350	0.01	0.014	0.021	0.0294
71208	3560400	0.01	0.015	0.021	0.0315
71209	3560450	0.012	0.014	0.0252	0.0294
71210	3560500	0.014	0.017	0.0294	0.0357
71211	3560550	0.013	0.018	0.0273	0.0378
71212	3560600	0.015	0.027	0.0315	0.0567
71213	3560650	0.064	0.081	0.1344	0.1701
71214	3560700	0.121	0.126	0.2541	0.2646
71215	3560750	0.1	0.097	0.21	0.2037
71216	3560800	0.018	0.038	0.0378	0.0798
71217	3560850	0.015	0.021	0.0315	0.0441
71218	3560900	0.032	0.034	0.0672	0.0714
71219	3560950	0.024	0.034	0.0504	0.0714
71220	3561000	0.007	0.012	0.0147	0.0252
71221	3561050	0.013	0.014	0.0273	0.0294
71222	3561100	0.011	0.015	0.0231	0.0315
71223	3561150	0.01	0.012	0.021	0.0252
71224	3561200	0.009	0.015	0.0189	0.0315
71225	3561250	0.022	0.023	0.0462	0.0483
71226	3561300	0.02	0.023	0.042	0.0483
71227	3561350	0.013	0.014	0.0273	0.0294
71228	3561400	0.016	0.014	0.0336	0.0294
71229	3561450	0.014	0.017	0.0294	0.0357
71230	3561500	0.018	0.022	0.0378	0.0462
71231	3561550	0.044	0.033	0.0924	0.0693
71232	3561600	0.062	0.063	0.1302	0.1323
71233	3561650	0.043	0.053	0.0903	0.1113
71234	3561700	0.017	0.014	0.0357	0.0294
71235	3561750	0.008	0.009	0.0168	0.0189
71236	3561800	0.009	0.008	0.0189	0.0168
71237	3561850	0.009	0.008	0.0189	0.0168
71238	3561900	0.01	0.007	0.021	0.0147
71239	3561950	0.011	0.006	0.0231	0.0126
71240	3562000	0.011	0.007	0.0231	0.0147
71241	3562050	0.011	0.008	0.0231	0.0168
71242	3562100	0.011	0.008	0.0231	0.0168
71243	3562150	0.012	0.008	0.0252	0.0168
71244	3562200	0.011	0.009	0.0231	0.0189
71245	3562250	0.011	0.01	0.0231	0.021
71246	3562300	0.011	0.008	0.0231	0.0168
71247	3562350	0.01	0.007	0.021	0.0147
71248	3562400	0.009	0.007	0.0189	0.0147
71249	3562450	0.01	0.005	0.021	0.0105
71250	3562500	0.012	0.006	0.0252	0.0126
71251	3562550	0.012	0.006	0.0252	0.0126
71252	3562600	0.01	0.006	0.021	0.0126
71253	3562650	0.012	0.007	0.0252	0.0147
71254	3562700	0.014	0.007	0.0294	0.0147
71255	3562750	0.012	0.006	0.0252	0.0126
71256	3562800	0.012	0.008	0.0252	0.0168
71257	3562850	0.012	0.007	0.0252	0.0147
71258	3562900	0.011	0.007	0.0231	0.0147
71259	3562950	0.011	0.007	0.0231	0.0147
71260	3563000	0.012	0.007	0.0252	0.0147
71261	3563050	0.012	0.006	0.0252	0.0126
71262	3563100	0.013	0.007	0.0273	0.0147
71263	3563150	0.014	0.006	0.0294	0.0126
71264	3563200	0.014	0.006	0.0294	0.0126
71265	3563250	0.014	0.007	0.0294	0.0147
71266	3563300	0.012	0.006	0.0252	0.0126
71267	3563350	0.011	0.005	0.0231	0.0105
71268	3563400	0.008	0.005	0.0168	0.0105
71269	3563450	0.007	0.005	0.0147	0.0105
71270	3563500	0.009	0.005	0.0189	0.0105
71271	3563550	0.01	0.008	0.021	0.0168
71272	3563600	0.011	0.008	0.0231	0.0168
71273	3563650	0.01	0.007	0.021	0.0147
71274	3563700	0.01	0.005	0.021	0.0105
71275	3563750	0.011	0.005	0.0231	0.0105
71276	3563800	0.01	0.006	0.021	0.0126
71277	3563850	0.01	0.004	0.021	0.0084
71278	3563900	0.011	0.005	0.0231	0.0105
71279	3563950	0.012	0.006	0.0252	0.0126
71280	3564000	0.012	0.005	0.0252	0.0105
71281	3564050	0.011	0.004	0.0231	0.0084
71282	3564100	0.012	0.005	0.0252	0.0105
71283	3564150	0.012	0.008	0.0252	0.0168
71284	3564200	0.014	0.007	0.0294	0.0147
71285	3564250	0.014	0.006	0.0294	0.0126
71286	3564300	0.013	0.005	0.0273	0.0105
71287	3564350	0.012	0.005	0.0252	0.0105
71288	3564400	0.012	0.006	0.0252	0.0126
71289	3564450	0.012	0.007	0.0252	0.0147
71290	3564500	0.011	0.007	0.0231	0.0147
71291	3564550	0.009	0.008	0.0189	0.0168
71292	3564600	0.009	0.009	0.0189	0.0189
71293	3564650	0.01	0.009	0.021	0.0189
71294	3564700	0.01	0.006	0.021	0.0126
71295	3564750	0.009	0.006	0.0189	0.0126
71296	3564800	0.01	0.008	0.021	0.0168
71297	3564850	0.01	0.01	0.021	0.021
71298	3564900	0.01	0.008	0.021	0.0168
71299	3564950	0.01	0.006	0.021	0.0126
71300	3565000	0.01	0.006	0.021	0.0126
71301	3565050	0.01	0.004	0.021	0.0084
71302	3565100	0.01	0.007	0.021	0.0147
71303	3565150	0.011	0.008	0.0231	0.0168
71304	3565200	0.014	0.011	0.0294	0.0231
71305	3565250	0.014	0.01	0.0294	0.021
71306	3565300	0.013	0.01	0.0273	0.021
71307	3565350	0.012	0.008	0.0252	0.0168
71308	3565400	0.011	0.008	0.0231	0.0168
71309	3565450	0.011	0.007	0.0231	0.0147
71310	3565500	0.013	0.007	0.0273	0.0147
71311	3565550	0.012	0.005	0.0252	0.0105
71312	3565600	0.011	0.006	0.0231	0.0126
71313	3565650	0.011	0.008	0.0231	0.0168
71314	3565700	0.012	0.007	0.0252	0.0147
71315	3565750	0.011	0.007	0.0231	0.0147
71316	3565800	0.011	0.007	0.0231	0.0147
71317	3565850	0.011	0.006	0.0231	0.0126
71318	3565900	0.009	0.005	0.0189	0.0105
71319	3565950	0.01	0.005	0.021	0.0105
71320	3566000	0.012	0.005	0.0252	0.0105
71321	3566050	0.012	0.006	0.0252	0.0126
71322	3566100	0.012	0.005	0.0252	0.0105
71323	3566150	0.012	0.005	0.0252	0.0105
71324	3566200	0.01	0.008	0.021	0.0168
71325	3566250	0.01	0.008	0.021	0.0168
71326	3566300	0.011	0.007	0.0231	0.0147
71327	3566350	0.011	0.006	0.0231	0.0126
71328	3566400	0.011	0.006	0.0231	0.0126
71329	3566450	0.012	0.005	0.0252	0.0105
71330	3566500	0.011	0.006	0.0231	0.0126
71331	3566550	0.011	0.005	0.0231	0.0105
71332	3566600	0.01	0.005	0.021	0.0105
71333	3566650	0.009	0.007	0.0189	0.0147
71334	3566700	0.008	0.005	0.0168	0.0105
71335	3566750	0.007	0.005	0.0147	0.0105
71336	3566800	0.008	0.003	0.0168	0.0063
71337	3566850	0.008	0.001	0.0168	0.0021
71338	3566900	0.01	0.004	0.021	0.0084
71339	3566950	0.01	0.006	0.021	0.0126
71340	3567000	0.011	0.007	0.0231	0.0147
71341	3567050	0.002	0.005	0.0042	0.0105
71342	3567100	-0.011	0.007	-0.0231	0.0147
71343	3567150	-0.027	0.008	-0.0567	0.0168
71344	3567200	-0.033	0.007	-0.0693	0.0147
71345	3567250	-0.034	0.008	-0.0714	0.0168
71346	3567300	-0.03	0.007	-0.063	0.0147
71347	3567350	-0.028	0.008	-0.0588	0.0168
71348	3567400	-0.024	0.007	-0.0504	0.0147
71349	3567450	-0.023	0.007	-0.0483	0.0147
71350	3567500	-0.02	0.006	-0.042	0.0126
71351	3567550	-0.019	0.006	-0.0399	0.0126
71352	3567600	-0.017	0.006	-0.0357	0.0126
71353	3567650	-0.017	0.007	-0.0357	0.0147
71354	3567700	-0.016	0.008	-0.0336	0.0168
71355	3567750	-0.015	0.007	-0.0315	0.0147
71356	3567800	-0.015	0.007	-0.0315	0.0147
71357	3567850	-0.017	0.005	-0.0357	0.0105
71358	3567900	-0.017	0.005	-0.0357	0.0105
71359	3567950	-0.017	0.005	-0.0357	0.0105
71360	3568000	-0.015	0.006	-0.0315	0.0126
71361	3568050	-0.014	0.007	-0.0294	0.0147
71362	3568100	-0.014	0.008	-0.0294	0.0168
71363	3568150	-0.015	0.008	-0.0315	0.0168
71364	3568200	-0.014	0.008	-0.0294	0.0168
71365	3568250	-0.01	0.007	-0.021	0.0147
71366	3568300	-0.007	0.006	-0.0147	0.0126
71367	3568350	-0.003	0.006	-0.0063	0.0126
71368	3568400	-0.001	0.007	-0.0021	0.0147
71369	3568450	0.002	0.006	0.0042	0.0126
71370	3568500	0.006	0.005	0.0126	0.0105
71371	3568550	0.006	0.006	0.0126	0.0126
71372	3568600	0.004	0.006	0.0084	0.0126
71373	3568650	0.004	0.006	0.0084	0.0126
71374	3568700	0.005	0.005	0.0105	0.0105
71375	3568750	0.008	0.007	0.0168	0.0147
71376	3568800	0.008	0.007	0.0168	0.0147
71377	3568850	0.008	0.007	0.0168	0.0147
71378	3568900	0.007	0.004	0.0147	0.0084
71379	3568950	0.002	0.004	0.0042	0.0084
71380	3569000	0	0.005	0	0.0105
71381	3569050	0	0.006	0	0.0126
71382	3569100	-0.002	0.006	-0.0042	0.0126
71383	3569150	0	0.005	0	0.0105
71384	3569200	0	0.006	0	0.0126
71385	3569250	0	0.007	0	0.0147
71386	3569300	0	0.006	0	0.0126
71387	3569350	0.002	0.006	0.0042	0.0126
71388	3569400	0.005	0.009	0.0105	0.0189
71389	3569450	0.007	0.009	0.0147	0.0189
71390	3569500	0.005	0.009	0.0105	0.0189
71391	3569550	0.005	0.008	0.0105	0.0168
71392	3569600	0.007	0.008	0.0147	0.0168
71393	3569650	0.005	0.009	0.0105	0.0189
71394	3569700	-0.001	0.009	-0.0021	0.0189
71395	3569750	-0.003	0.009	-0.0063	0.0189
71396	3569800	-0.006	0.007	-0.0126	0.0147
71397	3569850	-0.006	0.006	-0.0126	0.0126
71398	3569900	-0.006	0.006	-0.0126	0.0126
71399	3569950	-0.007	0.006	-0.0147	0.0126
71400	3570000	-0.005	0.006	-0.0105	0.0126
71401	3570050	-0.006	0.006	-0.0126	0.0126
71402	3570100	-0.005	0.007	-0.0105	0.0147
71403	3570150	-0.005	0.007	-0.0105	0.0147
71404	3570200	-0.003	0.006	-0.0063	0.0126
71405	3570250	-0.005	0.005	-0.0105	0.0105
71406	3570300	-0.007	0.005	-0.0147	0.0105
71407	3570350	-0.007	0.006	-0.0147	0.0126
71408	3570400	-0.004	0.005	-0.0084	0.0105
71409	3570450	-0.003	0.005	-0.0063	0.0105
71410	3570500	-0.003	0.007	-0.0063	0.0147
71411	3570550	-0.002	0.007	-0.0042	0.0147
71412	3570600	-0.002	0.007	-0.0042	0.0147
71413	3570650	-0.002	0.008	-0.0042	0.0168
71414	3570700	-0.002	0.006	-0.0042	0.0126
71415	3570750	0	0.007	0	0.0147
71416	3570800	0	0.007	0	0.0147
71417	3570850	0	0.007	0	0.0147
71418	3570900	0	0.005	0	0.0105
71419	3570950	-0.001	0.005	-0.0021	0.0105
71420	3571000	-0.002	0.005	-0.0042	0.0105
71421	3571050	-0.002	0.005	-0.0042	0.0105
71422	3571100	-0.004	0.005	-0.0084	0.0105
71423	3571150	-0.006	0.005	-0.0126	0.0105
71424	3571200	-0.007	0.005	-0.0147	0.0105
71425	3571250	-0.007	0.005	-0.0147	0.0105
71426	3571300	-0.007	0.007	-0.0147	0.0147
71427	3571350	-0.007	0.007	-0.0147	0.0147
71428	3571400	-0.008	0.007	-0.0168	0.0147
71429	3571450	-0.007	0.008	-0.0147	0.0168
71430	3571500	-0.005	0.007	-0.0105	0.0147
71431	3571550	-0.006	0.006	-0.0126	0.0126
71432	3571600	-0.006	0.007	-0.0126	0.0147
71433	3571650	-0.005	0.01	-0.0105	0.021
71434	3571700	-0.002	0.01	-0.0042	0.021
71435	3571750	-0.002	0.009	-0.0042	0.0189
71436	3571800	-0.002	0.009	-0.0042	0.0189
71437	3571850	-0.001	0.01	-0.0021	0.021
71438	3571900	-0.001	0.01	-0.0021	0.021
71439	3571950	-0.002	0.009	-0.0042	0.0189
71440	3572000	-0.002	0.01	-0.0042	0.021
71441	3572050	-0.002	0.011	-0.0042	0.0231
71442	3572100	-0.003	0.011	-0.0063	0.0231
71443	3572150	-0.003	0.01	-0.0063	0.021
71444	3572200	-0.003	0.01	-0.0063	0.021
71445	3572250	-0.003	0.011	-0.0063	0.0231
71446	3572300	-0.005	0.011	-0.0105	0.0231
71447	3572350	-0.006	0.011	-0.0126	0.0231
71448	3572400	-0.005	0.009	-0.0105	0.0189
71449	3572450	-0.005	0.008	-0.0105	0.0168
71450	3572500	-0.004	0.009	-0.0084	0.0189
71451	3572550	-0.003	0.008	-0.0063	0.0168
71452	3572600	0	0.004	0	0.0084
71453	3572650	-0.002	0	-0.0042	0
71454	3572700	-0.004	0	-0.0084	0
71455	3572750	-0.002	-0.001	-0.0042	-0.0021
71456	3572800	-0.004	-0.003	-0.0084	-0.0063
71457	3572850	-0.005	-0.001	-0.0105	-0.0021
71458	3572900	-0.005	-0.002	-0.0105	-0.0042
71459	3572950	-0.005	-0.004	-0.0105	-0.0084
71460	3573000	-0.003	-0.001	-0.0063	-0.0021
71461	3573050	-0.002	0	-0.0042	0
71462	3573100	-0.003	0	-0.0063	0
71463	3573150	-0.004	0	-0.0084	0
71464	3573200	-0.007	0.003	-0.0147	0.0063
71465	3573250	-0.005	0.004	-0.0105	0.0084
71466	3573300	-0.004	0.004	-0.0084	0.0084
71467	3573350	-0.005	0.005	-0.0105	0.0105
71468	3573400	-0.007	0.005	-0.0147	0.0105
71469	3573450	-0.008	0.006	-0.0168	0.0126
71470	3573500	-0.007	0.006	-0.0147	0.0126
71471	3573550	-0.007	0.006	-0.0147	0.0126
71472	3573600	-0.008	0.007	-0.0168	0.0147
71473	3573650	-0.009	0.009	-0.0189	0.0189
71474	3573700	-0.01	0.011	-0.021	0.0231
71475	3573750	-0.01	0.012	-0.021	0.0252
71476	3573800	-0.008	0.012	-0.0168	0.0252
71477	3573850	-0.009	0.011	-0.0189	0.0231
71478	3573900	-0.009	0.009	-0.0189	0.0189
71479	3573950	-0.01	0.007	-0.021	0.0147
71480	3574000	-0.009	0.008	-0.0189	0.0168
71481	3574050	-0.01	0.009	-0.021	0.0189
71482	3574100	-0.009	0.01	-0.0189	0.021
71483	3574150	-0.008	0.011	-0.0168	0.0231
71484	3574200	-0.008	0.01	-0.0168	0.021
71485	3574250	-0.008	0.009	-0.0168	0.0189
71486	3574300	-0.01	0.01	-0.021	0.021
71487	3574350	-0.009	0.01	-0.0189	0.021
71488	3574400	-0.007	0.012	-0.0147	0.0252
71489	3574450	-0.007	0.011	-0.0147	0.0231
71490	3574500	-0.007	0.01	-0.0147	0.021
71491	3574550	-0.007	0.011	-0.0147	0.0231
71492	3574600	-0.006	0.013	-0.0126	0.0273
71493	3574650	-0.005	0.014	-0.0105	0.0294
71494	3574700	-0.006	0.012	-0.0126	0.0252
71495	3574750	-0.006	0.012	-0.0126	0.0252
71496	3574800	-0.008	0.007	-0.0168	0.0147
71497	3574850	-0.007	0.005	-0.0147	0.0105
71498	3574900	-0.008	0	-0.0168	0
71499	3574950	-0.007	-0.002	-0.0147	-0.0042
71500	3575000	-0.006	-0.003	-0.0126	-0.0063
71501	3575050	-0.005	0	-0.0105	0
71502	3575100	-0.004	0	-0.0084	0
71503	3575150	-0.002	-0.002	-0.0042	-0.0042
71504	3575200	0	-0.002	0	-0.0042
71505	3575250	-0.001	-0.003	-0.0021	-0.0063
71506	3575300	-0.004	0	-0.0084	0
71507	3575350	-0.002	-0.002	-0.0042	-0.0042
71508	3575400	-0.005	-0.002	-0.0105	-0.0042
71509	3575450	-0.006	-0.003	-0.0126	-0.0063
71510	3575500	-0.006	-0.001	-0.0126	-0.0021
71511	3575550	-0.006	0.002	-0.0126	0.0042
71512	3575600	-0.007	0.006	-0.0147	0.0126
71513	3575650	-0.008	0.008	-0.0168	0.0168
71514	3575700	-0.01	0.008	-0.021	0.0168
71515	3575750	-0.01	0.007	-0.021	0.0147
71516	3575800	-0.01	0.008	-0.021	0.0168
71517	3575850	-0.009	0.009	-0.0189	0.0189
71518	3575900	-0.008	0.01	-0.0168	0.021
71519	3575950	-0.007	0.011	-0.0147	0.0231
71520	3576000	-0.007	0.013	-0.0147	0.0273
71521	3576050	-0.005	0.014	-0.0105	0.0294
71522	3576100	-0.007	0.012	-0.0147	0.0252
71523	3576150	-0.009	0.011	-0.0189	0.0231
71524	3576200	-0.011	0.013	-0.0231	0.0273
71525	3576250	-0.012	0.012	-0.0252	0.0252
71526	3576300	-0.012	0.01	-0.0252	0.021
71527	3576350	-0.013	0.007	-0.0273	0.0147
71528	3576400	-0.006	0.004	-0.0126	0.0084
71529	3576450	-0.003	0.001	-0.0063	0.0021
71530	3576500	0.001	-0.001	0.0021	-0.0021
71531	3576550	0	0	0	0
71532	3576600	-0.001	0.003	-0.0021	0.0063
71533	3576650	-0.001	0.003	-0.0021	0.0063
71534	3576700	-0.003	0.002	-0.0063	0.0042
71535	3576750	-0.004	0.003	-0.0084	0.0063
71536	3576800	-0.006	0.004	-0.0126	0.0084
71537	3576850	-0.009	0.005	-0.0189	0.0105
71538	3576900	-0.009	0.005	-0.0189	0.0105
71539	3576950	-0.008	0.004	-0.0168	0.0084
71540	3577000	-0.008	0.005	-0.0168	0.0105
71541	3577050	-0.008	0.008	-0.0168	0.0168
71542	3577100	-0.009	0.01	-0.0189	0.021
71543	3577150	-0.007	0.009	-0.0147	0.0189
71544	3577200	-0.008	0.007	-0.0168	0.0147
71545	3577250	-0.007	0.008	-0.0147	0.0168
71546	3577300	-0.008	0.008	-0.0168	0.0168
71547	3577350	-0.007	0.007	-0.0147	0.0147
71548	3577400	-0.007	0.009	-0.0147	0.0189
71549	3577450	-0.007	0.011	-0.0147	0.0231
71550	3577500	-0.003	0.012	-0.0063	0.0252
71551	3577550	-0.003	0.012	-0.0063	0.0252
71552	3577600	-0.003	0.016	-0.0063	0.0336
71553	3577650	-0.004	0.017	-0.0084	0.0357
71554	3577700	-0.004	0.019	-0.0084	0.0399
71555	3577750	-0.004	0.018	-0.0084	0.0378
71556	3577800	-0.005	0.016	-0.0105	0.0336
71557	3577850	-0.006	0.015	-0.0126	0.0315
71558	3577900	-0.006	0.012	-0.0126	0.0252
71559	3577950	-0.007	0.009	-0.0147	0.0189
71560	3578000	-0.009	0.006	-0.0189	0.0126
71561	3578050	-0.007	0	-0.0147	0
71562	3578100	-0.003	-0.003	-0.0063	-0.0063
71563	3578150	-0.003	-0.002	-0.0063	-0.0042
71564	3578200	-0.004	-0.001	-0.0084	-0.0021
71565	3578250	-0.003	-0.002	-0.0063	-0.0042
71566	3578300	-0.004	-0.002	-0.0084	-0.0042
71567	3578350	-0.006	-0.001	-0.0126	-0.0021
71568	3578400	-0.005	-0.001	-0.0105	-0.0021
71569	3578450	-0.004	-0.002	-0.0084	-0.0042
71570	3578500	-0.006	-0.004	-0.0126	-0.0084
71571	3578550	-0.006	-0.002	-0.0126	-0.0042
71572	3578600	-0.006	-0.004	-0.0126	-0.0084
71573	3578650	-0.007	-0.006	-0.0147	-0.0126
71574	3578700	-0.006	-0.002	-0.0126	-0.0042
71575	3578750	-0.004	0	-0.0084	0
71576	3578800	-0.006	0.003	-0.0126	0.0063
71577	3578850	-0.006	0.006	-0.0126	0.0126
71578	3578900	-0.008	0.008	-0.0168	0.0168
71579	3578950	-0.008	0.008	-0.0168	0.0168
71580	3579000	-0.006	0.01	-0.0126	0.021
71581	3579050	-0.003	0.011	-0.0063	0.0231
71582	3579100	-0.001	0.017	-0.0021	0.0357
71583	3579150	0	0.02	0	0.042
71584	3579200	0	0.022	0	0.0462
71585	3579250	-0.002	0.022	-0.0042	0.0462
71586	3579300	-0.001	0.022	-0.0021	0.0462
71587	3579350	0	0.022	0	0.0462
71588	3579400	-0.002	0.021	-0.0042	0.0441
71589	3579450	-0.003	0.022	-0.0063	0.0462
71590	3579500	-0.005	0.023	-0.0105	0.0483
71591	3579550	-0.008	0.021	-0.0168	0.0441
71592	3579600	-0.01	0.014	-0.021	0.0294
71593	3579650	-0.01	0.012	-0.021	0.0252
71594	3579700	-0.007	0.001	-0.0147	0.0021
71595	3579750	-0.004	-0.001	-0.0084	-0.0021
71596	3579800	-0.004	0.005	-0.0084	0.0105
71597	3579850	-0.006	0.009	-0.0126	0.0189
71598	3579900	-0.007	0.01	-0.0147	0.021
71599	3579950	-0.007	0.009	-0.0147	0.0189
71600	3580000	-0.01	0.01	-0.021	0.021
71601	3580050	-0.01	0.01	-0.021	0.021
71602	3580100	-0.011	0.009	-0.0231	0.0189
71603	3580150	-0.01	0.009	-0.021	0.0189
71604	3580200	-0.009	0.008	-0.0189	0.0168
71605	3580250	-0.01	0.008	-0.021	0.0168
71606	3580300	-0.008	0.007	-0.0168	0.0147
71607	3580350	-0.009	0.009	-0.0189	0.0189
71608	3580400	-0.007	0.01	-0.0147	0.021
71609	3580450	-0.006	0.01	-0.0126	0.021
71610	3580500	-0.006	0.009	-0.0126	0.0189
71611	3580550	-0.005	0.009	-0.0105	0.0189
71612	3580600	-0.004	0.01	-0.0084	0.021
71613	3580650	-0.004	0.011	-0.0084	0.0231
71614	3580700	-0.002	0.01	-0.0042	0.021
71615	3580750	-0.003	0.01	-0.0063	0.021
71616	3580800	-0.003	0.009	-0.0063	0.0189
71617	3580850	-0.001	0.01	-0.0021	0.021
71618	3580900	0	0.01	0	0.021
71619	3580950	-0.001	0.009	-0.0021	0.0189
71620	3581000	0	0.01	0	0.021
71621	3581050	-0.001	0.01	-0.0021	0.021
71622	3581100	0.001	0.01	0.0021	0.021
71623	3581150	0.001	0.01	0.0021	0.021
71624	3581200	0	0.009	0	0.0189
71625	3581250	-0.001	0.006	-0.0021	0.0126
71626	3581300	-0.001	0	-0.0021	0
71627	3581350	0.001	-0.001	0.0021	-0.0021
71628	3581400	0	-0.002	0	-0.0042
71629	3581450	0	-0.001	0	-0.0021
71630	3581500	0	-0.001	0	-0.0021
71631	3581550	-0.001	0.001	-0.0021	0.0021
71632	3581600	-0.003	0.003	-0.0063	0.0063
71633	3581650	-0.003	0.004	-0.0063	0.0084
71634	3581700	-0.003	0.002	-0.0063	0.0042
71635	3581750	-0.004	0.005	-0.0084	0.0105
71636	3581800	-0.005	0.007	-0.0105	0.0147
