SampleNumber	MillisecondsSincePowerUp	LeftRawVoltageValue	RightRawVoltageValue	LeftCalibratedForceValue	RightCalibratedForceValue
152123	7606150	-0.004	-0.042	-0.0084	-0.0882
152124	7606200	-0.003	-0.041	-0.0063	-0.0861
152125	7606250	-0.003	-0.041	-0.0063	-0.0861
152126	7606300	-0.002	-0.041	-0.0042	-0.0861
152127	7606350	-0.004	-0.041	-0.0084	-0.0861
152128	7606400	-0.003	-0.041	-0.0063	-0.0861
152129	7606450	-0.003	-0.04	-0.0063	-0.084
152130	7606500	-0.003	-0.038	-0.0063	-0.0798
152131	7606550	-0.003	-0.037	-0.0063	-0.0777
152132	7606600	-0.003	-0.037	-0.0063	-0.0777
152133	7606650	-0.004	-0.039	-0.0084	-0.0819
152134	7606700	-0.006	-0.038	-0.0126	-0.0798
152135	7606750	-0.007	-0.036	-0.0147	-0.0756
152136	7606800	-0.007	-0.038	-0.0147	-0.0798
152137	7606850	-0.006	-0.038	-0.0126	-0.0798
152138	7606900	-0.006	-0.04	-0.0126	-0.084
152139	7606950	-0.004	-0.039	-0.0084	-0.0819
152140	7607000	-0.005	-0.039	-0.0105	-0.0819
152141	7607050	-0.006	-0.038	-0.0126	-0.0798
152142	7607100	-0.008	-0.036	-0.0168	-0.0756
152143	7607150	-0.009	-0.035	-0.0189	-0.0735
152144	7607200	-0.009	-0.036	-0.0189	-0.0756
152145	7607250	-0.009	-0.038	-0.0189	-0.0798
152146	7607300	-0.008	-0.039	-0.0168	-0.0819
152147	7607350	-0.008	-0.038	-0.0168	-0.0798
152148	7607400	-0.009	-0.036	-0.0189	-0.0756
152149	7607450	-0.011	-0.036	-0.0231	-0.0756
152150	7607500	-0.013	-0.037	-0.0273	-0.0777
152151	7607550	-0.013	-0.039	-0.0273	-0.0819
152152	7607600	-0.012	-0.039	-0.0252	-0.0819
152153	7607650	-0.011	-0.037	-0.0231	-0.0777
152154	7607700	-0.011	-0.037	-0.0231	-0.0777
152155	7607750	-0.01	-0.036	-0.021	-0.0756
152156	7607800	-0.011	-0.034	-0.0231	-0.0714
152157	7607850	-0.01	-0.035	-0.021	-0.0735
152158	7607900	-0.009	-0.035	-0.0189	-0.0735
152159	7607950	-0.007	-0.033	-0.0147	-0.0693
152160	7608000	-0.004	-0.027	-0.0084	-0.0567
152161	7608050	-0.002	-0.025	-0.0042	-0.0525
152162	7608100	-0.002	-0.022	-0.0042	-0.0462
152163	7608150	-0.002	-0.02	-0.0042	-0.042
152164	7608200	-0.002	-0.018	-0.0042	-0.0378
152165	7608250	-0.001	-0.018	-0.0021	-0.0378
152166	7608300	-0.001	-0.017	-0.0021	-0.0357
152167	7608350	-0.002	-0.017	-0.0042	-0.0357
152168	7608400	0	-0.02	0	-0.042
152169	7608450	-0.001	-0.021	-0.0021	-0.0441
152170	7608500	0	-0.022	0	-0.0462
152171	7608550	0	-0.023	0	-0.0483
152172	7608600	0	-0.024	0	-0.0504
152173	7608650	0	-0.027	0	-0.0567
152174	7608700	0	-0.031	0	-0.0651
152175	7608750	0	-0.028	0	-0.0588
152176	7608800	0.002	-0.023	0.0042	-0.0483
152177	7608850	0.003	-0.02	0.0063	-0.042
152178	7608900	0.002	-0.021	0.0042	-0.0441
152179	7608950	0.001	-0.02	0.0021	-0.042
152180	7609000	0.001	-0.017	0.0021	-0.0357
152181	7609050	0.002	-0.018	0.0042	-0.0378
152182	7609100	0.005	-0.013	0.0105	-0.0273
152183	7609150	0.006	-0.012	0.0126	-0.0252
152184	7609200	0.004	-0.003	0.0084	-0.0063
152185	7609250	0.001	-0.004	0.0021	-0.0084
152186	7609300	0	-0.013	0	-0.0273
152187	7609350	0	-0.017	0	-0.0357
152188	7609400	-0.001	-0.014	-0.0021	-0.0294
152189	7609450	-0.003	-0.014	-0.0063	-0.0294
152190	7609500	-0.004	-0.016	-0.0084	-0.0336
152191	7609550	-0.004	-0.017	-0.0084	-0.0357
152192	7609600	-0.003	-0.016	-0.0063	-0.0336
152193	7609650	-0.003	-0.014	-0.0063	-0.0294
152194	7609700	-0.004	-0.015	-0.0084	-0.0315
152195	7609750	-0.001	-0.014	-0.0021	-0.0294
152196	7609800	0.003	-0.011	0.0063	-0.0231
152197	7609850	0.006	-0.01	0.0126	-0.021
152198	7609900	0.006	-0.011	0.0126	-0.0231
152199	7609950	0.005	-0.014	0.0105	-0.0294
152200	7610000	0.003	-0.015	0.0063	-0.0315
152201	7610050	0.001	-0.016	0.0021	-0.0336
152202	7610100	0.005	-0.014	0.0105	-0.0294
152203	7610150	0.005	-0.012	0.0105	-0.0252
152204	7610200	0.003	-0.011	0.0063	-0.0231
152205	7610250	0.004	-0.013	0.0084	-0.0273
152206	7610300	0.004	-0.017	0.0084	-0.0357
152207	7610350	0.004	-0.017	0.0084	-0.0357
152208	7610400	0.006	-0.008	0.0126	-0.0168
152209	7610450	0.002	-0.009	0.0042	-0.0189
152210	7610500	0	-0.011	0	-0.0231
152211	7610550	0	-0.016	0	-0.0336
152212	7610600	0.002	-0.014	0.0042	-0.0294
152213	7610650	0.005	-0.012	0.0105	-0.0252
152214	7610700	0.01	-0.015	0.021	-0.0315
152215	7610750	0.008	-0.012	0.0168	-0.0252
152216	7610800	0.006	-0.011	0.0126	-0.0231
152217	7610850	0.005	-0.008	0.0105	-0.0168
152218	7610900	0.005	-0.009	0.0105	-0.0189
152219	7610950	0.002	-0.009	0.0042	-0.0189
152220	7611000	0.005	-0.009	0.0105	-0.0189
152221	7611050	-0.014	-0.01	-0.0294	-0.021
152222	7611100	-0.025	-0.019	-0.0525	-0.0399
152223	7611150	-0.021	-0.026	-0.0441	-0.0546
152224	7611200	-0.029	-0.023	-0.0609	-0.0483
152225	7611250	-0.016	-0.016	-0.0336	-0.0336
152226	7611300	-0.019	-0.011	-0.0399	-0.0231
152227	7611350	-0.022	-0.013	-0.0462	-0.0273
152228	7611400	-0.022	-0.011	-0.0462	-0.0231
152229	7611450	-0.022	-0.013	-0.0462	-0.0273
152230	7611500	-0.023	-0.017	-0.0483	-0.0357
152231	7611550	-0.018	-0.017	-0.0378	-0.0357
152232	7611600	-0.02	-0.012	-0.042	-0.0252
152233	7611650	-0.025	-0.011	-0.0525	-0.0231
152234	7611700	-0.03	-0.019	-0.063	-0.0399
152235	7611750	-0.016	-0.021	-0.0336	-0.0441
152236	7611800	-0.006	-0.019	-0.0126	-0.0399
152237	7611850	-0.011	-0.016	-0.0231	-0.0336
152238	7611900	-0.031	-0.017	-0.0651	-0.0357
152239	7611950	-0.04	-0.014	-0.084	-0.0294
152240	7612000	-0.054	-0.015	-0.1134	-0.0315
152241	7612050	-0.056	-0.016	-0.1176	-0.0336
152242	7612100	-0.061	-0.017	-0.1281	-0.0357
152243	7612150	-0.067	-0.018	-0.1407	-0.0378
152244	7612200	-0.06	-0.015	-0.126	-0.0315
152245	7612250	-0.056	-0.015	-0.1176	-0.0315
152246	7612300	-0.054	-0.015	-0.1134	-0.0315
152247	7612350	-0.053	-0.015	-0.1113	-0.0315
152248	7612400	-0.049	-0.015	-0.1029	-0.0315
152249	7612450	-0.043	-0.015	-0.0903	-0.0315
152250	7612500	-0.033	-0.017	-0.0693	-0.0357
152251	7612550	-0.027	-0.017	-0.0567	-0.0357
152252	7612600	-0.007	-0.017	-0.0147	-0.0357
152253	7612650	-0.004	-0.017	-0.0084	-0.0357
152254	7612700	-0.013	-0.017	-0.0273	-0.0357
152255	7612750	-0.031	-0.017	-0.0651	-0.0357
152256	7612800	-0.046	-0.016	-0.0966	-0.0336
152257	7612850	-0.05	-0.017	-0.105	-0.0357
152258	7612900	-0.054	-0.016	-0.1134	-0.0336
152259	7612950	-0.058	-0.016	-0.1218	-0.0336
152260	7613000	-0.062	-0.016	-0.1302	-0.0336
152261	7613050	-0.066	-0.016	-0.1386	-0.0336
152262	7613100	-0.072	-0.017	-0.1512	-0.0357
152263	7613150	-0.072	-0.019	-0.1512	-0.0399
152264	7613200	-0.074	-0.019	-0.1554	-0.0399
152265	7613250	-0.073	-0.018	-0.1533	-0.0378
152266	7613300	-0.07	-0.018	-0.147	-0.0378
152267	7613350	-0.067	-0.017	-0.1407	-0.0357
152268	7613400	-0.067	-0.017	-0.1407	-0.0357
152269	7613450	-0.07	-0.017	-0.147	-0.0357
152270	7613500	-0.073	-0.017	-0.1533	-0.0357
152271	7613550	-0.075	-0.017	-0.1575	-0.0357
152272	7613600	-0.074	-0.016	-0.1554	-0.0336
152273	7613650	-0.075	-0.018	-0.1575	-0.0378
152274	7613700	-0.074	-0.017	-0.1554	-0.0357
152275	7613750	-0.074	-0.016	-0.1554	-0.0336
152276	7613800	-0.066	-0.016	-0.1386	-0.0336
152277	7613850	-0.063	-0.018	-0.1323	-0.0378
152278	7613900	-0.053	-0.02	-0.1113	-0.042
152279	7613950	-0.048	-0.02	-0.1008	-0.042
152280	7614000	-0.043	-0.018	-0.0903	-0.0378
152281	7614050	-0.038	-0.018	-0.0798	-0.0378
152282	7614100	-0.035	-0.018	-0.0735	-0.0378
152283	7614150	-0.035	-0.018	-0.0735	-0.0378
152284	7614200	-0.036	-0.017	-0.0756	-0.0357
152285	7614250	-0.037	-0.019	-0.0777	-0.0399
152286	7614300	-0.039	-0.018	-0.0819	-0.0378
152287	7614350	-0.04	-0.018	-0.084	-0.0378
152288	7614400	-0.041	-0.019	-0.0861	-0.0399
152289	7614450	-0.041	-0.018	-0.0861	-0.0378
152290	7614500	-0.042	-0.016	-0.0882	-0.0336
152291	7614550	-0.039	-0.018	-0.0819	-0.0378
152292	7614600	-0.034	-0.018	-0.0714	-0.0378
152293	7614650	-0.032	-0.017	-0.0672	-0.0357
152294	7614700	-0.031	-0.017	-0.0651	-0.0357
152295	7614750	-0.033	-0.019	-0.0693	-0.0399
152296	7614800	-0.037	-0.018	-0.0777	-0.0378
152297	7614850	-0.03	-0.019	-0.063	-0.0399
152298	7614900	-0.025	-0.02	-0.0525	-0.042
152299	7614950	-0.027	-0.019	-0.0567	-0.0399
152300	7615000	-0.033	-0.02	-0.0693	-0.042
152301	7615050	-0.036	-0.016	-0.0756	-0.0336
152302	7615100	-0.04	-0.016	-0.084	-0.0336
152303	7615150	-0.04	-0.017	-0.084	-0.0357
152304	7615200	-0.036	-0.019	-0.0756	-0.0399
152305	7615250	-0.033	-0.018	-0.0693	-0.0378
152306	7615300	-0.037	-0.017	-0.0777	-0.0357
152307	7615350	-0.039	-0.017	-0.0819	-0.0357
152308	7615400	-0.037	-0.017	-0.0777	-0.0357
152309	7615450	-0.036	-0.016	-0.0756	-0.0336
152310	7615500	-0.038	-0.017	-0.0798	-0.0357
152311	7615550	-0.037	-0.018	-0.0777	-0.0378
152312	7615600	-0.037	-0.018	-0.0777	-0.0378
152313	7615650	-0.036	-0.018	-0.0756	-0.0378
152314	7615700	-0.037	-0.016	-0.0777	-0.0336
152315	7615750	-0.037	-0.017	-0.0777	-0.0357
152316	7615800	-0.038	-0.019	-0.0798	-0.0399
152317	7615850	-0.037	-0.02	-0.0777	-0.042
152318	7615900	-0.037	-0.018	-0.0777	-0.0378
152319	7615950	-0.037	-0.018	-0.0777	-0.0378
152320	7616000	-0.039	-0.016	-0.0819	-0.0336
152321	7616050	-0.037	-0.017	-0.0777	-0.0357
152322	7616100	-0.035	-0.018	-0.0735	-0.0378
152323	7616150	-0.035	-0.018	-0.0735	-0.0378
152324	7616200	-0.037	-0.017	-0.0777	-0.0357
152325	7616250	-0.038	-0.017	-0.0798	-0.0357
152326	7616300	-0.037	-0.018	-0.0777	-0.0378
152327	7616350	-0.038	-0.017	-0.0798	-0.0357
152328	7616400	-0.039	-0.017	-0.0819	-0.0357
152329	7616450	-0.039	-0.017	-0.0819	-0.0357
152330	7616500	-0.038	-0.016	-0.0798	-0.0336
152331	7616550	-0.038	-0.017	-0.0798	-0.0357
152332	7616600	-0.039	-0.017	-0.0819	-0.0357
152333	7616650	-0.039	-0.017	-0.0819	-0.0357
152334	7616700	-0.04	-0.017	-0.084	-0.0357
152335	7616750	-0.041	-0.016	-0.0861	-0.0336
152336	7616800	-0.041	-0.015	-0.0861	-0.0315
152337	7616850	-0.041	-0.016	-0.0861	-0.0336
152338	7616900	-0.039	-0.018	-0.0819	-0.0378
152339	7616950	-0.039	-0.017	-0.0819	-0.0357
152340	7617000	-0.039	-0.017	-0.0819	-0.0357
152341	7617050	-0.038	-0.017	-0.0798	-0.0357
152342	7617100	-0.039	-0.016	-0.0819	-0.0336
152343	7617150	-0.039	-0.018	-0.0819	-0.0378
152344	7617200	-0.039	-0.017	-0.0819	-0.0357
152345	7617250	-0.04	-0.017	-0.084	-0.0357
152346	7617300	-0.039	-0.016	-0.0819	-0.0336
152347	7617350	-0.038	-0.017	-0.0798	-0.0357
152348	7617400	-0.034	-0.019	-0.0714	-0.0399
152349	7617450	-0.034	-0.018	-0.0714	-0.0378
152350	7617500	-0.035	-0.018	-0.0735	-0.0378
152351	7617550	-0.037	-0.018	-0.0777	-0.0378
152352	7617600	-0.038	-0.018	-0.0798	-0.0378
152353	7617650	-0.037	-0.018	-0.0777	-0.0378
152354	7617700	-0.039	-0.019	-0.0819	-0.0399
152355	7617750	-0.039	-0.019	-0.0819	-0.0399
152356	7617800	-0.039	-0.017	-0.0819	-0.0357
152357	7617850	-0.037	-0.017	-0.0777	-0.0357
152358	7617900	-0.036	-0.018	-0.0756	-0.0378
152359	7617950	-0.037	-0.018	-0.0777	-0.0378
152360	7618000	-0.036	-0.016	-0.0756	-0.0336
152361	7618050	-0.037	-0.017	-0.0777	-0.0357
152362	7618100	-0.037	-0.016	-0.0777	-0.0336
152363	7618150	-0.037	-0.016	-0.0777	-0.0336
152364	7618200	-0.039	-0.017	-0.0819	-0.0357
152365	7618250	-0.039	-0.017	-0.0819	-0.0357
152366	7618300	-0.039	-0.017	-0.0819	-0.0357
152367	7618350	-0.038	-0.016	-0.0798	-0.0336
152368	7618400	-0.036	-0.015	-0.0756	-0.0315
152369	7618450	-0.036	-0.017	-0.0756	-0.0357
152370	7618500	-0.036	-0.017	-0.0756	-0.0357
152371	7618550	-0.036	-0.018	-0.0756	-0.0378
152372	7618600	-0.035	-0.017	-0.0735	-0.0357
152373	7618650	-0.034	-0.016	-0.0714	-0.0336
152374	7618700	-0.036	-0.017	-0.0756	-0.0357
152375	7618750	-0.036	-0.018	-0.0756	-0.0378
152376	7618800	-0.037	-0.017	-0.0777	-0.0357
152377	7618850	-0.035	-0.017	-0.0735	-0.0357
152378	7618900	-0.036	-0.018	-0.0756	-0.0378
152379	7618950	-0.034	-0.02	-0.0714	-0.042
152380	7619000	-0.034	-0.019	-0.0714	-0.0399
152381	7619050	-0.035	-0.018	-0.0735	-0.0378
152382	7619100	-0.036	-0.016	-0.0756	-0.0336
152383	7619150	-0.036	-0.016	-0.0756	-0.0336
152384	7619200	-0.036	-0.016	-0.0756	-0.0336
152385	7619250	-0.034	-0.017	-0.0714	-0.0357
152386	7619300	-0.033	-0.016	-0.0693	-0.0336
152387	7619350	-0.034	-0.017	-0.0714	-0.0357
152388	7619400	-0.034	-0.019	-0.0714	-0.0399
152389	7619450	-0.034	-0.018	-0.0714	-0.0378
152390	7619500	-0.034	-0.018	-0.0714	-0.0378
152391	7619550	-0.035	-0.018	-0.0735	-0.0378
152392	7619600	-0.034	-0.018	-0.0714	-0.0378
152393	7619650	-0.034	-0.017	-0.0714	-0.0357
152394	7619700	-0.034	-0.017	-0.0714	-0.0357
152395	7619750	-0.034	-0.018	-0.0714	-0.0378
152396	7619800	-0.036	-0.017	-0.0756	-0.0357
152397	7619850	-0.036	-0.016	-0.0756	-0.0336
152398	7619900	-0.036	-0.017	-0.0756	-0.0357
152399	7619950	-0.036	-0.018	-0.0756	-0.0378
152400	7620000	-0.036	-0.016	-0.0756	-0.0336
152401	7620050	-0.036	-0.016	-0.0756	-0.0336
152402	7620100	-0.035	-0.018	-0.0735	-0.0378
152403	7620150	-0.034	-0.017	-0.0714	-0.0357
152404	7620200	-0.034	-0.017	-0.0714	-0.0357
152405	7620250	-0.034	-0.016	-0.0714	-0.0336
152406	7620300	-0.036	-0.016	-0.0756	-0.0336
152407	7620350	-0.035	-0.017	-0.0735	-0.0357
152408	7620400	-0.035	-0.017	-0.0735	-0.0357
152409	7620450	-0.034	-0.016	-0.0714	-0.0336
152410	7620500	-0.034	-0.016	-0.0714	-0.0336
152411	7620550	-0.037	-0.016	-0.0777	-0.0336
152412	7620600	-0.037	-0.018	-0.0777	-0.0378
152413	7620650	-0.038	-0.018	-0.0798	-0.0378
152414	7620700	-0.039	-0.017	-0.0819	-0.0357
152415	7620750	-0.038	-0.016	-0.0798	-0.0336
152416	7620800	-0.037	-0.016	-0.0777	-0.0336
152417	7620850	-0.034	-0.015	-0.0714	-0.0315
152418	7620900	-0.035	-0.016	-0.0735	-0.0336
152419	7620950	-0.035	-0.015	-0.0735	-0.0315
152420	7621000	-0.035	-0.015	-0.0735	-0.0315
152421	7621050	-0.036	-0.016	-0.0756	-0.0336
152422	7621100	-0.037	-0.017	-0.0777	-0.0357
152423	7621150	-0.038	-0.016	-0.0798	-0.0336
152424	7621200	-0.039	-0.018	-0.0819	-0.0378
152425	7621250	-0.04	-0.019	-0.084	-0.0399
152426	7621300	-0.04	-0.02	-0.084	-0.042
152427	7621350	-0.037	-0.018	-0.0777	-0.0378
152428	7621400	-0.036	-0.015	-0.0756	-0.0315
152429	7621450	-0.035	-0.014	-0.0735	-0.0294
152430	7621500	-0.036	-0.013	-0.0756	-0.0273
152431	7621550	-0.037	-0.014	-0.0777	-0.0294
152432	7621600	-0.037	-0.016	-0.0777	-0.0336
152433	7621650	-0.038	-0.017	-0.0798	-0.0357
152434	7621700	-0.038	-0.018	-0.0798	-0.0378
152435	7621750	-0.039	-0.019	-0.0819	-0.0399
152436	7621800	-0.039	-0.017	-0.0819	-0.0357
152437	7621850	-0.037	-0.016	-0.0777	-0.0336
152438	7621900	-0.037	-0.013	-0.0777	-0.0273
152439	7621950	-0.036	-0.014	-0.0756	-0.0294
152440	7622000	-0.036	-0.014	-0.0756	-0.0294
152441	7622050	-0.036	-0.015	-0.0756	-0.0315
152442	7622100	-0.036	-0.016	-0.0756	-0.0336
152443	7622150	-0.035	-0.017	-0.0735	-0.0357
152444	7622200	-0.036	-0.017	-0.0756	-0.0357
152445	7622250	-0.036	-0.017	-0.0756	-0.0357
152446	7622300	-0.037	-0.017	-0.0777	-0.0357
152447	7622350	-0.037	-0.018	-0.0777	-0.0378
152448	7622400	-0.037	-0.017	-0.0777	-0.0357
152449	7622450	-0.037	-0.017	-0.0777	-0.0357
152450	7622500	-0.037	-0.016	-0.0777	-0.0336
152451	7622550	-0.036	-0.015	-0.0756	-0.0315
152452	7622600	-0.036	-0.015	-0.0756	-0.0315
152453	7622650	-0.036	-0.016	-0.0756	-0.0336
152454	7622700	-0.037	-0.017	-0.0777	-0.0357
152455	7622750	-0.039	-0.018	-0.0819	-0.0378
152456	7622800	-0.041	-0.018	-0.0861	-0.0378
152457	7622850	-0.041	-0.018	-0.0861	-0.0378
152458	7622900	-0.038	-0.016	-0.0798	-0.0336
152459	7622950	-0.036	-0.015	-0.0756	-0.0315
152460	7623000	-0.035	-0.014	-0.0735	-0.0294
152461	7623050	-0.036	-0.014	-0.0756	-0.0294
152462	7623100	-0.034	-0.016	-0.0714	-0.0336
152463	7623150	-0.033	-0.018	-0.0693	-0.0378
152464	7623200	-0.034	-0.016	-0.0714	-0.0336
152465	7623250	-0.035	-0.015	-0.0735	-0.0315
152466	7623300	-0.035	-0.015	-0.0735	-0.0315
152467	7623350	-0.035	-0.016	-0.0735	-0.0336
152468	7623400	-0.036	-0.016	-0.0756	-0.0336
152469	7623450	-0.034	-0.017	-0.0714	-0.0357
152470	7623500	-0.035	-0.017	-0.0735	-0.0357
152471	7623550	-0.034	-0.017	-0.0714	-0.0357
152472	7623600	-0.033	-0.017	-0.0693	-0.0357
152473	7623650	-0.033	-0.017	-0.0693	-0.0357
152474	7623700	-0.034	-0.016	-0.0714	-0.0336
152475	7623750	-0.032	-0.016	-0.0672	-0.0336
152476	7623800	-0.033	-0.017	-0.0693	-0.0357
152477	7623850	-0.034	-0.017	-0.0714	-0.0357
152478	7623900	-0.035	-0.017	-0.0735	-0.0357
152479	7623950	-0.035	-0.016	-0.0735	-0.0336
152480	7624000	-0.033	-0.015	-0.0693	-0.0315
152481	7624050	-0.033	-0.016	-0.0693	-0.0336
152482	7624100	-0.032	-0.016	-0.0672	-0.0336
152483	7624150	-0.034	-0.016	-0.0714	-0.0336
152484	7624200	-0.033	-0.016	-0.0693	-0.0336
152485	7624250	-0.033	-0.016	-0.0693	-0.0336
152486	7624300	-0.034	-0.014	-0.0714	-0.0294
152487	7624350	-0.033	-0.015	-0.0693	-0.0315
152488	7624400	-0.032	-0.016	-0.0672	-0.0336
152489	7624450	-0.033	-0.016	-0.0693	-0.0336
152490	7624500	-0.034	-0.018	-0.0714	-0.0378
152491	7624550	-0.034	-0.016	-0.0714	-0.0336
152492	7624600	-0.033	-0.016	-0.0693	-0.0336
152493	7624650	-0.033	-0.017	-0.0693	-0.0357
152494	7624700	-0.033	-0.017	-0.0693	-0.0357
152495	7624750	-0.035	-0.017	-0.0735	-0.0357
152496	7624800	-0.035	-0.016	-0.0735	-0.0336
152497	7624850	-0.035	-0.017	-0.0735	-0.0357
152498	7624900	-0.034	-0.016	-0.0714	-0.0336
152499	7624950	-0.035	-0.016	-0.0735	-0.0336
152500	7625000	-0.036	-0.016	-0.0756	-0.0336
152501	7625050	-0.037	-0.016	-0.0777	-0.0336
152502	7625100	-0.037	-0.017	-0.0777	-0.0357
152503	7625150	-0.038	-0.017	-0.0798	-0.0357
152504	7625200	-0.036	-0.017	-0.0756	-0.0357
152505	7625250	-0.036	-0.017	-0.0756	-0.0357
152506	7625300	-0.036	-0.016	-0.0756	-0.0336
152507	7625350	-0.037	-0.015	-0.0777	-0.0315
152508	7625400	-0.036	-0.016	-0.0756	-0.0336
152509	7625450	-0.035	-0.016	-0.0735	-0.0336
152510	7625500	-0.036	-0.019	-0.0756	-0.0399
152511	7625550	-0.036	-0.019	-0.0756	-0.0399
152512	7625600	-0.036	-0.017	-0.0756	-0.0357
152513	7625650	-0.035	-0.016	-0.0735	-0.0336
152514	7625700	-0.036	-0.018	-0.0756	-0.0378
152515	7625750	-0.037	-0.017	-0.0777	-0.0357
152516	7625800	-0.036	-0.018	-0.0756	-0.0378
152517	7625850	-0.035	-0.018	-0.0735	-0.0378
152518	7625900	-0.036	-0.017	-0.0756	-0.0357
152519	7625950	-0.038	-0.017	-0.0798	-0.0357
152520	7626000	-0.037	-0.017	-0.0777	-0.0357
152521	7626050	-0.036	-0.017	-0.0756	-0.0357
152522	7626100	-0.037	-0.015	-0.0777	-0.0315
152523	7626150	-0.037	-0.016	-0.0777	-0.0336
152524	7626200	-0.038	-0.016	-0.0798	-0.0336
152525	7626250	-0.036	-0.016	-0.0756	-0.0336
152526	7626300	-0.035	-0.015	-0.0735	-0.0315
152527	7626350	-0.035	-0.016	-0.0735	-0.0336
152528	7626400	-0.037	-0.017	-0.0777	-0.0357
152529	7626450	-0.037	-0.015	-0.0777	-0.0315
152530	7626500	-0.037	-0.014	-0.0777	-0.0294
152531	7626550	-0.038	-0.015	-0.0798	-0.0315
152532	7626600	-0.036	-0.018	-0.0756	-0.0378
152533	7626650	-0.035	-0.018	-0.0735	-0.0378
152534	7626700	-0.035	-0.018	-0.0735	-0.0378
152535	7626750	-0.035	-0.017	-0.0735	-0.0357
152536	7626800	-0.035	-0.017	-0.0735	-0.0357
152537	7626850	-0.037	-0.018	-0.0777	-0.0378
152538	7626900	-0.037	-0.017	-0.0777	-0.0357
152539	7626950	-0.036	-0.016	-0.0756	-0.0336
152540	7627000	-0.036	-0.017	-0.0756	-0.0357
152541	7627050	-0.036	-0.018	-0.0756	-0.0378
152542	7627100	-0.039	-0.017	-0.0819	-0.0357
152543	7627150	-0.041	-0.016	-0.0861	-0.0336
152544	7627200	-0.041	-0.016	-0.0861	-0.0336
152545	7627250	-0.04	-0.015	-0.084	-0.0315
152546	7627300	-0.039	-0.015	-0.0819	-0.0315
152547	7627350	-0.04	-0.017	-0.084	-0.0357
