SampleNumber	MillisecondsSincePowerUp	LeftRawVoltageValue	RightRawVoltageValue	LeftCalibratedForceValue	RightCalibratedForceValue
21931	1096550	0.114	0.03	0.2394	0.063
21932	1096600	0.114	0.044	0.2394	0.0924
21933	1096650	0.115	0.052	0.2415	0.1092
21934	1096700	0.125	0.068	0.2625	0.1428
21935	1096750	0.133	0.073	0.2793	0.1533
21936	1096800	0.139	0.085	0.2919	0.1785
21937	1096850	0.143	0.091	0.3003	0.1911
21938	1096900	0.133	0.093	0.2793	0.1953
21939	1096950	0.11	0.064	0.231	0.1344
21940	1097000	0.077	0.021	0.1617	0.0441
21941	1097050	0.051	-0.002	0.1071	-0.0042
21942	1097100	0.027	-0.016	0.0567	-0.0336
21943	1097150	0.019	-0.035	0.0399	-0.0735
21944	1097200	0.032	-0.034	0.0672	-0.0714
21945	1097250	0.044	-0.01	0.0924	-0.021
21946	1097300	0.104	0.044	0.2184	0.0924
21947	1097350	0.146	0.064	0.3066	0.1344
21948	1097400	0.176	0.105	0.3696	0.2205
21949	1097450	0.179	0.107	0.3759	0.2247
21950	1097500	0.166	0.096	0.3486	0.2016
21951	1097550	0.148	0.086	0.3108	0.1806
21952	1097600	0.136	0.087	0.2856	0.1827
21953	1097650	0.125	0.09	0.2625	0.189
21954	1097700	0.117	0.084	0.2457	0.1764
21955	1097750	0.116	0.08	0.2436	0.168
21956	1097800	0.116	0.081	0.2436	0.1701
21957	1097850	0.116	0.08	0.2436	0.168
21958	1097900	0.119	0.064	0.2499	0.1344
21959	1097950	0.114	0.061	0.2394	0.1281
21960	1098000	0.111	0.059	0.2331	0.1239
21961	1098050	0.109	0.057	0.2289	0.1197
21962	1098100	0.11	0.055	0.231	0.1155
21963	1098150	0.107	0.063	0.2247	0.1323
21964	1098200	0.104	0.057	0.2184	0.1197
21965	1098250	0.106	0.049	0.2226	0.1029
21966	1098300	0.117	0.056	0.2457	0.1176
21967	1098350	0.123	0.07	0.2583	0.147
21968	1098400	0.14	0.08	0.294	0.168
21969	1098450	0.143	0.091	0.3003	0.1911
21970	1098500	0.152	0.104	0.3192	0.2184
21971	1098550	0.162	0.108	0.3402	0.2268
21972	1098600	0.174	0.118	0.3654	0.2478
21973	1098650	0.173	0.119	0.3633	0.2499
21974	1098700	0.17	0.127	0.357	0.2667
21975	1098750	0.17	0.129	0.357	0.2709
21976	1098800	0.171	0.127	0.3591	0.2667
21977	1098850	0.173	0.127	0.3633	0.2667
21978	1098900	0.156	0.117	0.3276	0.2457
21979	1098950	0.138	0.078	0.2898	0.1638
21980	1099000	0.065	0.027	0.1365	0.0567
21981	1099050	0.046	-0.008	0.0966	-0.0168
21982	1099100	0.022	-0.029	0.0462	-0.0609
21983	1099150	0.038	-0.026	0.0798	-0.0546
21984	1099200	0.076	0.016	0.1596	0.0336
21985	1099250	0.121	0.043	0.2541	0.0903
21986	1099300	0.158	0.112	0.3318	0.2352
21987	1099350	0.181	0.141	0.3801	0.2961
21988	1099400	0.19	0.15	0.399	0.315
21989	1099450	0.192	0.152	0.4032	0.3192
21990	1099500	0.179	0.146	0.3759	0.3066
21991	1099550	0.168	0.13	0.3528	0.273
21992	1099600	0.117	0.088	0.2457	0.1848
21993	1099650	0.096	0.037	0.2016	0.0777
21994	1099700	0.05	-0.013	0.105	-0.0273
21995	1099750	0.034	-0.022	0.0714	-0.0462
21996	1099800	0.037	-0.012	0.0777	-0.0252
21997	1099850	0.061	0.002	0.1281	0.0042
21998	1099900	0.093	0.056	0.1953	0.1176
21999	1099950	0.127	0.096	0.2667	0.2016
22000	1100000	0.156	0.134	0.3276	0.2814
22001	1100050	0.179	0.157	0.3759	0.3297
22002	1100100	0.197	0.166	0.4137	0.3486
22003	1100150	0.197	0.163	0.4137	0.3423
22004	1100200	0.147	0.127	0.3087	0.2667
22005	1100250	0.121	0.062	0.2541	0.1302
22006	1100300	0.052	-0.01	0.1092	-0.021
22007	1100350	0.034	-0.017	0.0714	-0.0357
22008	1100400	0.036	-0.008	0.0756	-0.0168
22009	1100450	0.058	0.005	0.1218	0.0105
22010	1100500	0.09	0.055	0.189	0.1155
22011	1100550	0.125	0.09	0.2625	0.189
22012	1100600	0.16	0.131	0.336	0.2751
22013	1100650	0.182	0.152	0.3822	0.3192
22014	1100700	0.186	0.157	0.3906	0.3297
22015	1100750	0.185	0.163	0.3885	0.3423
22016	1100800	0.193	0.172	0.4053	0.3612
22017	1100850	0.195	0.176	0.4095	0.3696
22018	1100900	0.198	0.176	0.4158	0.3696
22019	1100950	0.195	0.172	0.4095	0.3612
22020	1101000	0.183	0.153	0.3843	0.3213
22021	1101050	0.163	0.144	0.3423	0.3024
22022	1101100	0.119	0.075	0.2499	0.1575
22023	1101150	0.061	0.013	0.1281	0.0273
22024	1101200	0.019	-0.013	0.0399	-0.0273
22025	1101250	0.005	-0.007	0.0105	-0.0147
22026	1101300	0.011	-0.003	0.0231	-0.0063
22027	1101350	0.013	-0.004	0.0273	-0.0084
22028	1101400	0.015	-0.005	0.0315	-0.0105
22029	1101450	0.013	-0.003	0.0273	-0.0063
22030	1101500	0.011	-0.002	0.0231	-0.0042
22031	1101550	0.013	-0.003	0.0273	-0.0063
22032	1101600	0.013	-0.005	0.0273	-0.0105
22033	1101650	0.011	-0.004	0.0231	-0.0084
22034	1101700	0.012	-0.004	0.0252	-0.0084
22035	1101750	0.013	-0.005	0.0273	-0.0105
22036	1101800	0.013	-0.004	0.0273	-0.0084
22037	1101850	0.015	-0.004	0.0315	-0.0084
22038	1101900	0.015	-0.002	0.0315	-0.0042
22039	1101950	0.014	-0.003	0.0294	-0.0063
22040	1102000	0.014	-0.004	0.0294	-0.0084
22041	1102050	0.015	-0.003	0.0315	-0.0063
22042	1102100	0.015	-0.003	0.0315	-0.0063
22043	1102150	0.013	-0.005	0.0273	-0.0105
22044	1102200	0.014	-0.006	0.0294	-0.0126
22045	1102250	0.013	-0.005	0.0273	-0.0105
22046	1102300	0.013	-0.005	0.0273	-0.0105
22047	1102350	0.014	-0.005	0.0294	-0.0105
22048	1102400	0.014	-0.003	0.0294	-0.0063
22049	1102450	0.014	-0.004	0.0294	-0.0084
22050	1102500	0.016	-0.006	0.0336	-0.0126
22051	1102550	0.016	-0.006	0.0336	-0.0126
22052	1102600	0.016	-0.004	0.0336	-0.0084
22053	1102650	0.015	-0.005	0.0315	-0.0105
22054	1102700	0.015	-0.004	0.0315	-0.0084
22055	1102750	0.016	-0.004	0.0336	-0.0084
22056	1102800	0.016	-0.003	0.0336	-0.0063
22057	1102850	0.014	-0.002	0.0294	-0.0042
22058	1102900	0.013	-0.005	0.0273	-0.0105
22059	1102950	0.009	-0.008	0.0189	-0.0168
22060	1103000	0	-0.015	0	-0.0315
22061	1103050	-0.005	-0.014	-0.0105	-0.0294
22062	1103100	-0.013	-0.013	-0.0273	-0.0273
22063	1103150	-0.019	-0.013	-0.0399	-0.0273
22064	1103200	-0.028	-0.02	-0.0588	-0.042
22065	1103250	-0.025	-0.028	-0.0525	-0.0588
22066	1103300	-0.016	-0.026	-0.0336	-0.0546
22067	1103350	-0.01	-0.027	-0.021	-0.0567
22068	1103400	-0.001	-0.021	-0.0021	-0.0441
22069	1103450	0.019	-0.012	0.0399	-0.0252
22070	1103500	0.039	0.02	0.0819	0.042
22071	1103550	0.051	0.031	0.1071	0.0651
22072	1103600	0.067	0.042	0.1407	0.0882
22073	1103650	0.086	0.059	0.1806	0.1239
22074	1103700	0.09	0.075	0.189	0.1575
22075	1103750	0.082	0.076	0.1722	0.1596
22076	1103800	0.068	0.064	0.1428	0.1344
22077	1103850	0.069	0.058	0.1449	0.1218
22078	1103900	0.077	0.064	0.1617	0.1344
22079	1103950	0.078	0.066	0.1638	0.1386
22080	1104000	0.081	0.062	0.1701	0.1302
22081	1104050	0.078	0.059	0.1638	0.1239
22082	1104100	0.053	0.028	0.1113	0.0588
22083	1104150	0.018	-0.008	0.0378	-0.0168
22084	1104200	-0.007	-0.031	-0.0147	-0.0651
22085	1104250	-0.018	-0.037	-0.0378	-0.0777
22086	1104300	-0.01	-0.029	-0.021	-0.0609
22087	1104350	0	-0.006	0	-0.0126
22088	1104400	0.045	0.027	0.0945	0.0567
22089	1104450	0.059	0.054	0.1239	0.1134
22090	1104500	0.094	0.093	0.1974	0.1953
22091	1104550	0.105	0.099	0.2205	0.2079
22092	1104600	0.101	0.1	0.2121	0.21
22093	1104650	0.087	0.098	0.1827	0.2058
22094	1104700	0.072	0.087	0.1512	0.1827
22095	1104750	0.059	0.082	0.1239	0.1722
22096	1104800	0.061	0.088	0.1281	0.1848
22097	1104850	0.068	0.096	0.1428	0.2016
22098	1104900	0.085	0.102	0.1785	0.2142
22099	1104950	0.087	0.109	0.1827	0.2289
22100	1105000	0.097	0.113	0.2037	0.2373
22101	1105050	0.099	0.114	0.2079	0.2394
22102	1105100	0.085	0.103	0.1785	0.2163
22103	1105150	0.05	0.089	0.105	0.1869
22104	1105200	0.014	0.034	0.0294	0.0714
22105	1105250	-0.008	0.019	-0.0168	0.0399
22106	1105300	-0.027	0.001	-0.0567	0.0021
22107	1105350	-0.047	-0.02	-0.0987	-0.042
22108	1105400	-0.052	-0.021	-0.1092	-0.0441
22109	1105450	-0.024	0.009	-0.0504	0.0189
22110	1105500	0.044	0.053	0.0924	0.1113
22111	1105550	0.064	0.088	0.1344	0.1848
22112	1105600	0.107	0.112	0.2247	0.2352
22113	1105650	0.116	0.127	0.2436	0.2667
22114	1105700	0.148	0.149	0.3108	0.3129
22115	1105750	0.152	0.15	0.3192	0.315
22116	1105800	0.126	0.116	0.2646	0.2436
22117	1105850	0.08	0.093	0.168	0.1953
22118	1105900	0.031	0.008	0.0651	0.0168
22119	1105950	-0.016	-0.04	-0.0336	-0.084
22120	1106000	-0.037	-0.055	-0.0777	-0.1155
22121	1106050	-0.012	-0.025	-0.0252	-0.0525
22122	1106100	0.073	0.03	0.1533	0.063
22123	1106150	0.1	0.091	0.21	0.1911
22124	1106200	0.157	0.135	0.3297	0.2835
22125	1106250	0.16	0.147	0.336	0.3087
22126	1106300	0.098	0.085	0.2058	0.1785
22127	1106350	0.027	0.049	0.0567	0.1029
22128	1106400	0	-0.01	0	-0.021
22129	1106450	0.006	-0.009	0.0126	-0.0189
22130	1106500	0.013	0	0.0273	0
22131	1106550	0.012	0	0.0252	0
22132	1106600	0.012	0.001	0.0252	0.0021
22133	1106650	0.014	0.002	0.0294	0.0042
22134	1106700	0.016	0.002	0.0336	0.0042
22135	1106750	0.017	0.001	0.0357	0.0021
22136	1106800	0.016	0.001	0.0336	0.0021
22137	1106850	0.015	0.002	0.0315	0.0042
22138	1106900	0.015	0.008	0.0315	0.0168
22139	1106950	0.015	0.009	0.0315	0.0189
22140	1107000	0.016	0.013	0.0336	0.0273
22141	1107050	0.018	0.014	0.0378	0.0294
22142	1107100	0.021	0.016	0.0441	0.0336
22143	1107150	0.02	0.014	0.042	0.0294
22144	1107200	0.02	0.01	0.042	0.021
22145	1107250	0.019	0.006	0.0399	0.0126
22146	1107300	0.018	0.004	0.0378	0.0084
22147	1107350	0.019	0.005	0.0399	0.0105
22148	1107400	0.021	0.007	0.0441	0.0147
22149	1107450	0.021	0.007	0.0441	0.0147
22150	1107500	0.024	0.006	0.0504	0.0126
22151	1107550	0.023	0.005	0.0483	0.0105
22152	1107600	0.021	0	0.0441	0
22153	1107650	0.019	-0.001	0.0399	-0.0021
22154	1107700	0.018	-0.004	0.0378	-0.0084
22155	1107750	0.018	-0.006	0.0378	-0.0126
22156	1107800	0.018	-0.006	0.0378	-0.0126
22157	1107850	0.015	-0.007	0.0315	-0.0147
22158	1107900	0.014	-0.007	0.0294	-0.0147
22159	1107950	0.014	-0.007	0.0294	-0.0147
22160	1108000	0.017	-0.007	0.0357	-0.0147
22161	1108050	0.017	-0.006	0.0357	-0.0126
22162	1108100	0.018	-0.007	0.0378	-0.0147
22163	1108150	0.018	-0.007	0.0378	-0.0147
22164	1108200	0.017	-0.005	0.0357	-0.0105
22165	1108250	0.017	-0.006	0.0357	-0.0126
22166	1108300	0.017	-0.006	0.0357	-0.0126
22167	1108350	0.017	-0.006	0.0357	-0.0126
22168	1108400	0.018	-0.005	0.0378	-0.0105
22169	1108450	0.02	-0.005	0.042	-0.0105
22170	1108500	0.019	-0.004	0.0399	-0.0084
22171	1108550	0.018	-0.006	0.0378	-0.0126
22172	1108600	0.018	-0.006	0.0378	-0.0126
22173	1108650	0.018	-0.005	0.0378	-0.0105
22174	1108700	0.017	-0.004	0.0357	-0.0084
22175	1108750	0.017	-0.004	0.0357	-0.0084
22176	1108800	0.018	-0.003	0.0378	-0.0063
22177	1108850	0.019	-0.003	0.0399	-0.0063
22178	1108900	0.019	-0.004	0.0399	-0.0084
22179	1108950	0.02	-0.006	0.042	-0.0126
22180	1109000	0.02	-0.006	0.042	-0.0126
22181	1109050	0.018	-0.005	0.0378	-0.0105
22182	1109100	0.018	-0.004	0.0378	-0.0084
22183	1109150	0.017	0	0.0357	0
22184	1109200	0.016	0.001	0.0336	0.0021
22185	1109250	0.017	0.003	0.0357	0.0063
22186	1109300	0.019	0.006	0.0399	0.0126
22187	1109350	0.018	0.005	0.0378	0.0105
22188	1109400	0.017	0.001	0.0357	0.0021
22189	1109450	0.016	0	0.0336	0
22190	1109500	0.017	-0.002	0.0357	-0.0042
22191	1109550	0.018	-0.004	0.0378	-0.0084
22192	1109600	0.019	-0.006	0.0399	-0.0126
22193	1109650	0.019	-0.008	0.0399	-0.0168
22194	1109700	0.019	-0.009	0.0399	-0.0189
22195	1109750	0.021	-0.01	0.0441	-0.021
22196	1109800	0.02	-0.011	0.042	-0.0231
22197	1109850	0.02	-0.012	0.042	-0.0252
22198	1109900	0.019	-0.009	0.0399	-0.0189
22199	1109950	0.02	-0.009	0.042	-0.0189
22200	1110000	0.019	-0.008	0.0399	-0.0168
22201	1110050	0.019	-0.008	0.0399	-0.0168
22202	1110100	0.017	-0.005	0.0357	-0.0105
22203	1110150	0.016	-0.004	0.0336	-0.0084
22204	1110200	0.015	-0.005	0.0315	-0.0105
22205	1110250	0.016	-0.006	0.0336	-0.0126
22206	1110300	0.017	-0.007	0.0357	-0.0147
22207	1110350	0.017	-0.008	0.0357	-0.0168
22208	1110400	0.015	-0.007	0.0315	-0.0147
22209	1110450	0.015	-0.005	0.0315	-0.0105
22210	1110500	0.015	-0.004	0.0315	-0.0084
22211	1110550	0.016	-0.003	0.0336	-0.0063
22212	1110600	0.016	-0.004	0.0336	-0.0084
22213	1110650	0.017	-0.006	0.0357	-0.0126
22214	1110700	0.017	-0.008	0.0357	-0.0168
22215	1110750	0.017	-0.007	0.0357	-0.0147
22216	1110800	0.016	-0.007	0.0336	-0.0147
22217	1110850	0.015	-0.009	0.0315	-0.0189
22218	1110900	0.015	-0.01	0.0315	-0.021
22219	1110950	0.016	-0.009	0.0336	-0.0189
22220	1111000	0.016	-0.01	0.0336	-0.021
22221	1111050	0.016	-0.01	0.0336	-0.021
22222	1111100	0.019	-0.009	0.0399	-0.0189
22223	1111150	0.019	-0.009	0.0399	-0.0189
22224	1111200	0.018	-0.008	0.0378	-0.0168
22225	1111250	0.02	-0.009	0.042	-0.0189
22226	1111300	0.019	-0.009	0.0399	-0.0189
22227	1111350	0.019	-0.008	0.0399	-0.0168
22228	1111400	0.019	-0.008	0.0399	-0.0168
22229	1111450	0.019	-0.007	0.0399	-0.0147
22230	1111500	0.021	-0.007	0.0441	-0.0147
22231	1111550	0.021	-0.006	0.0441	-0.0126
22232	1111600	0.018	-0.008	0.0378	-0.0168
22233	1111650	0.017	-0.008	0.0357	-0.0168
22234	1111700	0.016	-0.008	0.0336	-0.0168
22235	1111750	0.016	-0.009	0.0336	-0.0189
22236	1111800	0.017	-0.01	0.0357	-0.021
22237	1111850	0.017	-0.01	0.0357	-0.021
22238	1111900	0.017	-0.01	0.0357	-0.021
22239	1111950	0.018	-0.01	0.0378	-0.021
22240	1112000	0.019	-0.01	0.0399	-0.021
22241	1112050	0.019	-0.01	0.0399	-0.021
22242	1112100	0.018	-0.009	0.0378	-0.0189
22243	1112150	0.017	-0.01	0.0357	-0.021
22244	1112200	0.017	-0.01	0.0357	-0.021
22245	1112250	0.015	-0.01	0.0315	-0.021
22246	1112300	0.016	-0.009	0.0336	-0.0189
22247	1112350	0.017	-0.01	0.0357	-0.021
22248	1112400	0.016	-0.01	0.0336	-0.021
22249	1112450	0.017	-0.011	0.0357	-0.0231
22250	1112500	0.017	-0.011	0.0357	-0.0231
22251	1112550	0.016	-0.01	0.0336	-0.021
22252	1112600	0.015	-0.01	0.0315	-0.021
22253	1112650	0.014	-0.01	0.0294	-0.021
22254	1112700	0.017	-0.011	0.0357	-0.0231
22255	1112750	0.016	-0.009	0.0336	-0.0189
22256	1112800	0.015	-0.01	0.0315	-0.021
22257	1112850	0.015	-0.01	0.0315	-0.021
22258	1112900	0.016	-0.01	0.0336	-0.021
22259	1112950	0.016	-0.01	0.0336	-0.021
22260	1113000	0.014	-0.009	0.0294	-0.0189
22261	1113050	0.014	-0.01	0.0294	-0.021
22262	1113100	0.015	-0.009	0.0315	-0.0189
22263	1113150	0.015	-0.009	0.0315	-0.0189
22264	1113200	0.015	-0.009	0.0315	-0.0189
22265	1113250	0.015	-0.01	0.0315	-0.021
22266	1113300	0.017	-0.011	0.0357	-0.0231
22267	1113350	0.017	-0.011	0.0357	-0.0231
22268	1113400	0.018	-0.011	0.0378	-0.0231
22269	1113450	0.018	-0.01	0.0378	-0.021
22270	1113500	0.017	-0.008	0.0357	-0.0168
22271	1113550	0.017	-0.009	0.0357	-0.0189
22272	1113600	0.018	-0.009	0.0378	-0.0189
22273	1113650	0.019	-0.009	0.0399	-0.0189
22274	1113700	0.02	-0.01	0.042	-0.021
22275	1113750	0.019	-0.011	0.0399	-0.0231
22276	1113800	0.018	-0.011	0.0378	-0.0231
22277	1113850	0.018	-0.012	0.0378	-0.0252
22278	1113900	0.017	-0.01	0.0357	-0.021
22279	1113950	0.018	-0.01	0.0378	-0.021
22280	1114000	0.015	-0.01	0.0315	-0.021
22281	1114050	0.015	-0.009	0.0315	-0.0189
22282	1114100	0.016	-0.009	0.0336	-0.0189
22283	1114150	0.016	-0.01	0.0336	-0.021
22284	1114200	0.015	-0.009	0.0315	-0.0189
22285	1114250	0.015	-0.007	0.0315	-0.0147
22286	1114300	0.015	-0.006	0.0315	-0.0126
22287	1114350	0.014	-0.007	0.0294	-0.0147
22288	1114400	0.015	-0.009	0.0315	-0.0189
22289	1114450	0.014	-0.009	0.0294	-0.0189
22290	1114500	0.015	-0.008	0.0315	-0.0168
22291	1114550	0.014	-0.008	0.0294	-0.0168
22292	1114600	0.015	-0.006	0.0315	-0.0126
22293	1114650	0.015	-0.007	0.0315	-0.0147
22294	1114700	0.015	-0.007	0.0315	-0.0147
22295	1114750	0.014	-0.007	0.0294	-0.0147
22296	1114800	0.012	-0.008	0.0252	-0.0168
22297	1114850	0.012	-0.007	0.0252	-0.0147
22298	1114900	0.012	-0.006	0.0252	-0.0126
22299	1114950	0.013	-0.006	0.0273	-0.0126
22300	1115000	0.013	-0.006	0.0273	-0.0126
22301	1115050	0.014	-0.006	0.0294	-0.0126
22302	1115100	0.015	-0.006	0.0315	-0.0126
22303	1115150	0.015	-0.006	0.0315	-0.0126
22304	1115200	0.014	-0.005	0.0294	-0.0105
22305	1115250	0.013	-0.004	0.0273	-0.0084
22306	1115300	0.012	-0.006	0.0252	-0.0126
22307	1115350	0.012	-0.005	0.0252	-0.0105
22308	1115400	0.014	-0.005	0.0294	-0.0105
22309	1115450	0.015	-0.006	0.0315	-0.0126
22310	1115500	0.013	-0.005	0.0273	-0.0105
22311	1115550	0.011	-0.004	0.0231	-0.0084
22312	1115600	0.013	-0.006	0.0273	-0.0126
22313	1115650	0.013	-0.006	0.0273	-0.0126
22314	1115700	0.011	-0.006	0.0231	-0.0126
22315	1115750	0.01	-0.006	0.021	-0.0126
22316	1115800	0.01	-0.007	0.021	-0.0147
22317	1115850	0.01	-0.007	0.021	-0.0147
22318	1115900	0.011	-0.006	0.0231	-0.0126
22319	1115950	0.01	-0.006	0.021	-0.0126
22320	1116000	0.009	-0.008	0.0189	-0.0168
22321	1116050	0.01	-0.007	0.021	-0.0147
22322	1116100	0.013	-0.006	0.0273	-0.0126
22323	1116150	0.012	-0.007	0.0252	-0.0147
22324	1116200	0.011	-0.006	0.0231	-0.0126
22325	1116250	0.012	-0.004	0.0252	-0.0084
22326	1116300	0.014	-0.004	0.0294	-0.0084
22327	1116350	0.014	-0.004	0.0294	-0.0084
22328	1116400	0.013	-0.006	0.0273	-0.0126
22329	1116450	0.012	-0.006	0.0252	-0.0126
22330	1116500	0.011	-0.004	0.0231	-0.0084
22331	1116550	0.014	-0.004	0.0294	-0.0084
22332	1116600	0.014	-0.004	0.0294	-0.0084
22333	1116650	0	-0.004	0	-0.0084
22334	1116700	-0.016	-0.015	-0.0336	-0.0315
22335	1116750	-0.016	-0.018	-0.0336	-0.0378
22336	1116800	-0.002	-0.014	-0.0042	-0.0294
22337	1116850	0.01	-0.007	0.021	-0.0147
22338	1116900	0.012	-0.007	0.0252	-0.0147
22339	1116950	0.012	-0.007	0.0252	-0.0147
22340	1117000	0.011	-0.006	0.0231	-0.0126
22341	1117050	0.01	-0.009	0.021	-0.0189
22342	1117100	0.001	-0.007	0.0021	-0.0147
22343	1117150	0.002	-0.012	0.0042	-0.0252
22344	1117200	0.01	-0.019	0.021	-0.0399
22345	1117250	0.011	-0.017	0.0231	-0.0357
22346	1117300	0.018	0.015	0.0378	0.0315
22347	1117350	0.04	0.03	0.084	0.063
22348	1117400	0.068	0.057	0.1428	0.1197
22349	1117450	0.102	0.108	0.2142	0.2268
22350	1117500	0.164	0.146	0.3444	0.3066
22351	1117550	0.185	0.151	0.3885	0.3171
22352	1117600	0.235	0.145	0.4935	0.3045
22353	1117650	0.243	0.122	0.5103	0.2562
22354	1117700	0.286	0.065	0.6006	0.1365
22355	1117750	0.354	0.047	0.7434	0.0987
22356	1117800	0.427	0	0.8967	0
22357	1117850	0.487	-0.011	1.0227	-0.0231
22358	1117900	0.505	-0.028	1.0605	-0.0588
22359	1117950	0.489	-0.044	1.0269	-0.0924
22360	1118000	0.406	-0.064	0.8526	-0.1344
22361	1118050	0.284	-0.087	0.5964	-0.1827
22362	1118100	0.168	-0.111	0.3528	-0.2331
22363	1118150	0.158	-0.136	0.3318	-0.2856
22364	1118200	0.192	-0.151	0.4032	-0.3171
22365	1118250	0.222	-0.159	0.4662	-0.3339
22366	1118300	0.311	-0.169	0.6531	-0.3549
22367	1118350	0.339	-0.177	0.7119	-0.3717
22368	1118400	0.357	-0.209	0.7497	-0.4389
22369	1118450	0.359	-0.22	0.7539	-0.462
22370	1118500	0.311	-0.262	0.6531	-0.5502
22371	1118550	0.234	-0.279	0.4914	-0.5859
22372	1118600	0.142	-0.257	0.2982	-0.5397
22373	1118650	0.065	-0.212	0.1365	-0.4452
22374	1118700	-0.004	-0.165	-0.0084	-0.3465
22375	1118750	-0.015	-0.131	-0.0315	-0.2751
22376	1118800	-0.024	-0.114	-0.0504	-0.2394
22377	1118850	-0.023	-0.099	-0.0483	-0.2079
22378	1118900	-0.014	-0.077	-0.0294	-0.1617
22379	1118950	-0.001	-0.078	-0.0021	-0.1638
22380	1119000	-0.007	-0.082	-0.0147	-0.1722
22381	1119050	-0.008	-0.083	-0.0168	-0.1743
22382	1119100	0.004	-0.07	0.0084	-0.147
22383	1119150	0.018	-0.04	0.0378	-0.084
22384	1119200	0.022	-0.009	0.0462	-0.0189
22385	1119250	0.054	0.016	0.1134	0.0336
22386	1119300	0.116	0.037	0.2436	0.0777
22387	1119350	0.124	0.052	0.2604	0.1092
22388	1119400	0.146	0.069	0.3066	0.1449
22389	1119450	0.166	0.114	0.3486	0.2394
22390	1119500	0.234	0.173	0.4914	0.3633
22391	1119550	0.26	0.182	0.546	0.3822
22392	1119600	0.267	0.2	0.5607	0.42
22393	1119650	0.263	0.203	0.5523	0.4263
22394	1119700	0.267	0.204	0.5607	0.4284
22395	1119750	0.272	0.206	0.5712	0.4326
22396	1119800	0.268	0.211	0.5628	0.4431
22397	1119850	0.281	0.221	0.5901	0.4641
22398	1119900	0.3	0.235	0.63	0.4935
22399	1119950	0.294	0.238	0.6174	0.4998
22400	1120000	0.273	0.231	0.5733	0.4851
22401	1120050	0.277	0.234	0.5817	0.4914
22402	1120100	0.277	0.244	0.5817	0.5124
22403	1120150	0.279	0.249	0.5859	0.5229
22404	1120200	0.29	0.262	0.609	0.5502
22405	1120250	0.286	0.26	0.6006	0.546
22406	1120300	0.28	0.256	0.588	0.5376
22407	1120350	0.282	0.263	0.5922	0.5523
22408	1120400	0.282	0.262	0.5922	0.5502
22409	1120450	0.271	0.256	0.5691	0.5376
22410	1120500	0.265	0.259	0.5565	0.5439
22411	1120550	0.266	0.259	0.5586	0.5439
22412	1120600	0.236	0.242	0.4956	0.5082
22413	1120650	0.214	0.204	0.4494	0.4284
22414	1120700	0.11	0.096	0.231	0.2016
22415	1120750	0.039	0.059	0.0819	0.1239
22416	1120800	0	0.007	0	0.0147
22417	1120850	-0.005	0.005	-0.0105	0.0105
22418	1120900	-0.006	-0.004	-0.0126	-0.0084
22419	1120950	-0.009	-0.011	-0.0189	-0.0231
