SampleNumber	MillisecondsSincePowerUp	LeftRawVoltageValue	RightRawVoltageValue	LeftCalibratedForceValue	RightCalibratedForceValue
24236	1211800	0.011	-0.007	0.0231	-0.0147
24237	1211850	0.011	-0.005	0.0231	-0.0105
24238	1211900	0.01	-0.006	0.021	-0.0126
24239	1211950	0.008	-0.006	0.0168	-0.0126
24240	1212000	0.009	-0.008	0.0189	-0.0168
24241	1212050	0.011	-0.008	0.0231	-0.0168
24242	1212100	0.011	-0.009	0.0231	-0.0189
24243	1212150	0.01	-0.009	0.021	-0.0189
24244	1212200	0.01	-0.01	0.021	-0.021
24245	1212250	0.011	-0.008	0.0231	-0.0168
24246	1212300	0.01	-0.006	0.021	-0.0126
24247	1212350	0.01	-0.004	0.021	-0.0084
24248	1212400	0.009	-0.005	0.0189	-0.0105
24249	1212450	0.007	-0.004	0.0147	-0.0084
24250	1212500	0.006	-0.004	0.0126	-0.0084
24251	1212550	0.007	-0.005	0.0147	-0.0105
24252	1212600	0.005	-0.005	0.0105	-0.0105
24253	1212650	0.005	-0.006	0.0105	-0.0126
24254	1212700	0.006	-0.007	0.0126	-0.0147
24255	1212750	0.006	-0.008	0.0126	-0.0168
24256	1212800	0.006	-0.008	0.0126	-0.0168
24257	1212850	0.004	-0.006	0.0084	-0.0126
24258	1212900	0.005	-0.006	0.0105	-0.0126
24259	1212950	0.005	-0.006	0.0105	-0.0126
24260	1213000	0.006	-0.007	0.0126	-0.0147
24261	1213050	0.007	-0.005	0.0147	-0.0105
24262	1213100	0.008	-0.003	0.0168	-0.0063
24263	1213150	0.007	-0.003	0.0147	-0.0063
24264	1213200	0.007	-0.004	0.0147	-0.0084
24265	1213250	0.007	-0.004	0.0147	-0.0084
24266	1213300	0.005	-0.004	0.0105	-0.0084
24267	1213350	0.005	-0.006	0.0105	-0.0126
24268	1213400	0.006	-0.007	0.0126	-0.0147
24269	1213450	0.006	-0.007	0.0126	-0.0147
24270	1213500	0.007	-0.006	0.0147	-0.0126
24271	1213550	0.007	-0.005	0.0147	-0.0105
24272	1213600	0.008	-0.005	0.0168	-0.0105
24273	1213650	0.008	-0.005	0.0168	-0.0105
24274	1213700	0.008	-0.006	0.0168	-0.0126
24275	1213750	0.008	-0.006	0.0168	-0.0126
24276	1213800	0.007	-0.005	0.0147	-0.0105
24277	1213850	0.006	-0.005	0.0126	-0.0105
24278	1213900	0.004	-0.005	0.0084	-0.0105
24279	1213950	0.005	-0.005	0.0105	-0.0105
24280	1214000	0.006	-0.005	0.0126	-0.0105
24281	1214050	0.007	-0.006	0.0147	-0.0126
24282	1214100	0.006	-0.007	0.0126	-0.0147
24283	1214150	0.006	-0.007	0.0126	-0.0147
24284	1214200	0.005	-0.005	0.0105	-0.0105
24285	1214250	0.005	-0.005	0.0105	-0.0105
24286	1214300	0.005	-0.007	0.0105	-0.0147
24287	1214350	0.006	-0.007	0.0126	-0.0147
24288	1214400	0.007	-0.005	0.0147	-0.0105
24289	1214450	0.007	-0.006	0.0147	-0.0126
24290	1214500	0.007	-0.007	0.0147	-0.0147
24291	1214550	0.005	-0.005	0.0105	-0.0105
24292	1214600	0.005	-0.005	0.0105	-0.0105
24293	1214650	0.005	-0.005	0.0105	-0.0105
24294	1214700	0.007	-0.007	0.0147	-0.0147
24295	1214750	0.008	-0.007	0.0168	-0.0147
24296	1214800	0.006	-0.006	0.0126	-0.0126
24297	1214850	0.007	-0.005	0.0147	-0.0105
24298	1214900	0.008	-0.007	0.0168	-0.0147
24299	1214950	0.009	-0.007	0.0189	-0.0147
24300	1215000	0.008	-0.007	0.0168	-0.0147
24301	1215050	0.005	-0.004	0.0105	-0.0084
24302	1215100	0.004	-0.004	0.0084	-0.0084
24303	1215150	0.004	-0.008	0.0084	-0.0168
24304	1215200	0.004	-0.01	0.0084	-0.021
24305	1215250	0.004	-0.008	0.0084	-0.0168
24306	1215300	0.006	-0.007	0.0126	-0.0147
24307	1215350	0.007	-0.004	0.0147	-0.0084
24308	1215400	0.006	-0.004	0.0126	-0.0084
24309	1215450	0.006	-0.005	0.0126	-0.0105
24310	1215500	0.006	-0.006	0.0126	-0.0126
24311	1215550	0.006	-0.008	0.0126	-0.0168
24312	1215600	0.007	-0.008	0.0147	-0.0168
24313	1215650	0.007	-0.008	0.0147	-0.0168
24314	1215700	0.007	-0.006	0.0147	-0.0126
24315	1215750	0.007	-0.006	0.0147	-0.0126
24316	1215800	0.008	-0.007	0.0168	-0.0147
24317	1215850	0.007	-0.007	0.0147	-0.0147
24318	1215900	0.006	-0.005	0.0126	-0.0105
24319	1215950	0.006	-0.005	0.0126	-0.0105
24320	1216000	0.007	-0.007	0.0147	-0.0147
24321	1216050	0.007	-0.006	0.0147	-0.0126
24322	1216100	0.007	-0.006	0.0147	-0.0126
24323	1216150	0.008	-0.007	0.0168	-0.0147
24324	1216200	0.009	-0.007	0.0189	-0.0147
24325	1216250	0.008	-0.007	0.0168	-0.0147
24326	1216300	0.007	-0.005	0.0147	-0.0105
24327	1216350	0.007	-0.005	0.0147	-0.0105
24328	1216400	0.008	-0.005	0.0168	-0.0105
24329	1216450	0.009	-0.006	0.0189	-0.0126
24330	1216500	0.009	-0.006	0.0189	-0.0126
24331	1216550	0.008	-0.006	0.0168	-0.0126
24332	1216600	0.006	-0.008	0.0126	-0.0168
24333	1216650	0.007	-0.007	0.0147	-0.0147
24334	1216700	0.009	-0.005	0.0189	-0.0105
24335	1216750	0.011	-0.006	0.0231	-0.0126
24336	1216800	0.01	-0.005	0.021	-0.0105
24337	1216850	0.01	-0.006	0.021	-0.0126
24338	1216900	0.009	-0.006	0.0189	-0.0126
24339	1216950	0.008	-0.007	0.0168	-0.0147
24340	1217000	0.008	-0.007	0.0168	-0.0147
24341	1217050	0.008	-0.007	0.0168	-0.0147
24342	1217100	0.011	-0.004	0.0231	-0.0084
24343	1217150	0.011	-0.004	0.0231	-0.0084
24344	1217200	0.01	-0.003	0.021	-0.0063
24345	1217250	0.01	-0.005	0.021	-0.0105
24346	1217300	0.01	-0.006	0.021	-0.0126
24347	1217350	0.01	-0.006	0.021	-0.0126
24348	1217400	0.009	-0.005	0.0189	-0.0105
24349	1217450	0.01	-0.005	0.021	-0.0105
24350	1217500	0.011	-0.007	0.0231	-0.0147
24351	1217550	0.011	-0.006	0.0231	-0.0126
24352	1217600	0.01	-0.006	0.021	-0.0126
24353	1217650	0.01	-0.005	0.021	-0.0105
24354	1217700	0.008	-0.005	0.0168	-0.0105
24355	1217750	0.007	-0.005	0.0147	-0.0105
24356	1217800	0.008	-0.006	0.0168	-0.0126
24357	1217850	0.009	-0.005	0.0189	-0.0105
24358	1217900	0.007	-0.005	0.0147	-0.0105
24359	1217950	0.009	-0.006	0.0189	-0.0126
24360	1218000	0.01	-0.007	0.021	-0.0147
24361	1218050	0.011	-0.007	0.0231	-0.0147
24362	1218100	0.01	-0.007	0.021	-0.0147
24363	1218150	0.01	-0.006	0.021	-0.0126
24364	1218200	0.007	-0.006	0.0147	-0.0126
24365	1218250	0.007	-0.006	0.0147	-0.0126
24366	1218300	0.009	-0.006	0.0189	-0.0126
24367	1218350	0.008	-0.007	0.0168	-0.0147
24368	1218400	0.01	-0.006	0.021	-0.0126
24369	1218450	0.011	-0.007	0.0231	-0.0147
24370	1218500	0.011	-0.007	0.0231	-0.0147
24371	1218550	0.01	-0.006	0.021	-0.0126
24372	1218600	0.009	-0.006	0.0189	-0.0126
24373	1218650	0.009	-0.006	0.0189	-0.0126
24374	1218700	0.008	-0.006	0.0168	-0.0126
24375	1218750	0.007	-0.006	0.0147	-0.0126
24376	1218800	0.007	-0.007	0.0147	-0.0147
24377	1218850	0.007	-0.006	0.0147	-0.0126
24378	1218900	0.008	-0.006	0.0168	-0.0126
24379	1218950	0.009	-0.007	0.0189	-0.0147
24380	1219000	0.009	-0.007	0.0189	-0.0147
24381	1219050	0.008	-0.007	0.0168	-0.0147
24382	1219100	0.007	-0.006	0.0147	-0.0126
24383	1219150	0.008	-0.005	0.0168	-0.0105
24384	1219200	0.007	-0.007	0.0147	-0.0147
24385	1219250	0.007	-0.006	0.0147	-0.0126
24386	1219300	0.007	-0.007	0.0147	-0.0147
24387	1219350	0.007	-0.008	0.0147	-0.0168
24388	1219400	0.005	-0.008	0.0105	-0.0168
24389	1219450	0.006	-0.008	0.0126	-0.0168
24390	1219500	0.006	-0.006	0.0126	-0.0126
24391	1219550	0.006	-0.007	0.0126	-0.0147
24392	1219600	0.005	-0.007	0.0105	-0.0147
24393	1219650	0.006	-0.007	0.0126	-0.0147
24394	1219700	0.008	-0.006	0.0168	-0.0126
24395	1219750	0.008	-0.006	0.0168	-0.0126
24396	1219800	0.008	-0.008	0.0168	-0.0168
24397	1219850	0.007	-0.009	0.0147	-0.0189
24398	1219900	0.008	-0.006	0.0168	-0.0126
24399	1219950	0.008	-0.005	0.0168	-0.0105
24400	1220000	0.007	-0.006	0.0147	-0.0126
24401	1220050	0.007	-0.006	0.0147	-0.0126
24402	1220100	0.007	-0.006	0.0147	-0.0126
24403	1220150	0.008	-0.005	0.0168	-0.0105
24404	1220200	0.009	-0.006	0.0189	-0.0126
24405	1220250	0.008	-0.005	0.0168	-0.0105
24406	1220300	0.008	-0.006	0.0168	-0.0126
24407	1220350	0.006	-0.007	0.0126	-0.0147
24408	1220400	0.005	-0.007	0.0105	-0.0147
24409	1220450	0.006	-0.007	0.0126	-0.0147
24410	1220500	0.005	-0.005	0.0105	-0.0105
24411	1220550	0.006	-0.005	0.0126	-0.0105
24412	1220600	0.007	-0.002	0.0147	-0.0042
24413	1220650	0.008	-0.005	0.0168	-0.0105
24414	1220700	0.007	-0.006	0.0147	-0.0126
24415	1220750	0.011	-0.006	0.0231	-0.0126
24416	1220800	0.01	-0.006	0.021	-0.0126
24417	1220850	0.01	-0.006	0.021	-0.0126
24418	1220900	0.007	-0.005	0.0147	-0.0105
24419	1220950	0.011	-0.005	0.0231	-0.0105
24420	1221000	0.01	-0.005	0.021	-0.0105
24421	1221050	0.008	-0.006	0.0168	-0.0126
24422	1221100	0.006	-0.005	0.0126	-0.0105
24423	1221150	0.006	-0.004	0.0126	-0.0084
24424	1221200	0.005	-0.007	0.0105	-0.0147
24425	1221250	0.007	-0.007	0.0147	-0.0147
24426	1221300	0.005	-0.005	0.0105	-0.0105
24427	1221350	0.004	-0.004	0.0084	-0.0084
24428	1221400	0.005	-0.003	0.0105	-0.0063
24429	1221450	0.006	-0.004	0.0126	-0.0084
24430	1221500	0.006	-0.005	0.0126	-0.0105
24431	1221550	0.006	-0.006	0.0126	-0.0126
24432	1221600	0.005	-0.004	0.0105	-0.0084
24433	1221650	0.006	-0.005	0.0126	-0.0105
24434	1221700	0.006	-0.007	0.0126	-0.0147
24435	1221750	0.005	-0.007	0.0105	-0.0147
24436	1221800	0.004	-0.006	0.0084	-0.0126
24437	1221850	0.005	-0.004	0.0105	-0.0084
24438	1221900	0.005	-0.003	0.0105	-0.0063
24439	1221950	0.004	-0.003	0.0084	-0.0063
24440	1222000	0.005	-0.005	0.0105	-0.0105
24441	1222050	0.005	-0.005	0.0105	-0.0105
24442	1222100	0.005	-0.005	0.0105	-0.0105
24443	1222150	0.004	-0.005	0.0084	-0.0105
24444	1222200	0.005	-0.006	0.0105	-0.0126
24445	1222250	0.005	-0.006	0.0105	-0.0126
24446	1222300	0.005	-0.008	0.0105	-0.0168
24447	1222350	0.005	-0.007	0.0105	-0.0147
24448	1222400	0.005	-0.005	0.0105	-0.0105
24449	1222450	0.004	-0.004	0.0084	-0.0084
24450	1222500	0.006	-0.005	0.0126	-0.0105
24451	1222550	0.005	-0.005	0.0105	-0.0105
24452	1222600	0.007	-0.005	0.0147	-0.0105
24453	1222650	0.006	-0.005	0.0126	-0.0105
24454	1222700	0.007	-0.004	0.0147	-0.0084
24455	1222750	0.008	-0.004	0.0168	-0.0084
24456	1222800	0.008	-0.005	0.0168	-0.0105
24457	1222850	0.008	-0.005	0.0168	-0.0105
24458	1222900	0.006	-0.005	0.0126	-0.0105
24459	1222950	0.006	-0.006	0.0126	-0.0126
24460	1223000	0.007	-0.005	0.0147	-0.0105
24461	1223050	0.008	-0.005	0.0168	-0.0105
24462	1223100	0.007	-0.005	0.0147	-0.0105
24463	1223150	0.007	-0.006	0.0147	-0.0126
24464	1223200	0.007	-0.006	0.0147	-0.0126
24465	1223250	0.008	-0.006	0.0168	-0.0126
24466	1223300	0.009	-0.005	0.0189	-0.0105
24467	1223350	0.01	-0.005	0.021	-0.0105
24468	1223400	0.01	-0.005	0.021	-0.0105
24469	1223450	0.009	-0.005	0.0189	-0.0105
24470	1223500	0.008	-0.007	0.0168	-0.0147
24471	1223550	0.009	-0.008	0.0189	-0.0168
24472	1223600	0.008	-0.007	0.0168	-0.0147
24473	1223650	0.008	-0.007	0.0168	-0.0147
24474	1223700	0.007	-0.007	0.0147	-0.0147
24475	1223750	0.007	-0.007	0.0147	-0.0147
24476	1223800	0.009	-0.006	0.0189	-0.0126
24477	1223850	0.009	-0.006	0.0189	-0.0126
24478	1223900	0.007	-0.006	0.0147	-0.0126
24479	1223950	0.006	-0.006	0.0126	-0.0126
24480	1224000	0.006	-0.004	0.0126	-0.0084
24481	1224050	0.006	-0.005	0.0126	-0.0105
24482	1224100	0.007	-0.007	0.0147	-0.0147
24483	1224150	0.006	-0.007	0.0126	-0.0147
24484	1224200	0.006	-0.006	0.0126	-0.0126
24485	1224250	0.006	-0.007	0.0126	-0.0147
24486	1224300	0.008	-0.007	0.0168	-0.0147
24487	1224350	0.008	-0.007	0.0168	-0.0147
24488	1224400	0.007	-0.007	0.0147	-0.0147
24489	1224450	0.008	-0.007	0.0168	-0.0147
24490	1224500	0.008	-0.005	0.0168	-0.0105
24491	1224550	0.009	-0.006	0.0189	-0.0126
24492	1224600	0.009	-0.007	0.0189	-0.0147
24493	1224650	0.009	-0.007	0.0189	-0.0147
24494	1224700	0.009	-0.006	0.0189	-0.0126
24495	1224750	0.01	-0.007	0.021	-0.0147
24496	1224800	0.013	-0.007	0.0273	-0.0147
24497	1224850	0.014	-0.007	0.0294	-0.0147
24498	1224900	0.018	-0.006	0.0378	-0.0126
24499	1224950	0.02	-0.006	0.042	-0.0126
24500	1225000	0.02	-0.006	0.042	-0.0126
24501	1225050	0.02	-0.006	0.042	-0.0126
24502	1225100	0.02	-0.007	0.042	-0.0147
24503	1225150	0.02	-0.006	0.042	-0.0126
24504	1225200	0.021	-0.005	0.0441	-0.0105
24505	1225250	0.021	-0.005	0.0441	-0.0105
24506	1225300	0.02	-0.005	0.042	-0.0105
24507	1225350	0.02	-0.005	0.042	-0.0105
24508	1225400	0.02	-0.005	0.042	-0.0105
24509	1225450	0.021	-0.004	0.0441	-0.0084
24510	1225500	0.02	-0.004	0.042	-0.0084
24511	1225550	0.022	-0.006	0.0462	-0.0126
24512	1225600	0.022	-0.006	0.0462	-0.0126
24513	1225650	0.023	-0.006	0.0483	-0.0126
24514	1225700	0.023	-0.005	0.0483	-0.0105
24515	1225750	0.021	-0.005	0.0441	-0.0105
24516	1225800	0.021	-0.004	0.0441	-0.0084
24517	1225850	0.019	-0.004	0.0399	-0.0084
24518	1225900	0.017	-0.004	0.0357	-0.0084
24519	1225950	0.015	-0.005	0.0315	-0.0105
24520	1226000	0.015	-0.005	0.0315	-0.0105
24521	1226050	0.016	-0.005	0.0336	-0.0105
24522	1226100	0.017	-0.005	0.0357	-0.0105
24523	1226150	0.016	-0.005	0.0336	-0.0105
24524	1226200	0.013	-0.005	0.0273	-0.0105
24525	1226250	0.014	-0.007	0.0294	-0.0147
24526	1226300	0.014	-0.006	0.0294	-0.0126
24527	1226350	0.013	-0.007	0.0273	-0.0147
24528	1226400	0.015	-0.006	0.0315	-0.0126
24529	1226450	0.015	-0.006	0.0315	-0.0126
24530	1226500	0.015	-0.006	0.0315	-0.0126
24531	1226550	0.015	-0.007	0.0315	-0.0147
24532	1226600	0.014	-0.008	0.0294	-0.0168
24533	1226650	0.014	-0.006	0.0294	-0.0126
24534	1226700	0.016	-0.006	0.0336	-0.0126
24535	1226750	0.016	-0.006	0.0336	-0.0126
24536	1226800	0.017	-0.006	0.0357	-0.0126
24537	1226850	0.016	-0.006	0.0336	-0.0126
24538	1226900	0.015	-0.007	0.0315	-0.0147
24539	1226950	0.015	-0.007	0.0315	-0.0147
24540	1227000	0.015	-0.006	0.0315	-0.0126
24541	1227050	0.015	-0.005	0.0315	-0.0105
24542	1227100	0.014	-0.005	0.0294	-0.0105
24543	1227150	0.013	-0.006	0.0273	-0.0126
24544	1227200	0.013	-0.005	0.0273	-0.0105
24545	1227250	0.013	-0.005	0.0273	-0.0105
24546	1227300	0.013	-0.007	0.0273	-0.0147
24547	1227350	0.013	-0.006	0.0273	-0.0126
24548	1227400	0.013	-0.005	0.0273	-0.0105
24549	1227450	0.014	-0.006	0.0294	-0.0126
24550	1227500	0.016	-0.006	0.0336	-0.0126
24551	1227550	0.016	-0.006	0.0336	-0.0126
24552	1227600	0.014	-0.007	0.0294	-0.0147
24553	1227650	0.014	-0.007	0.0294	-0.0147
24554	1227700	0.014	-0.005	0.0294	-0.0105
24555	1227750	0.014	-0.005	0.0294	-0.0105
24556	1227800	0.015	-0.005	0.0315	-0.0105
24557	1227850	0.013	-0.006	0.0273	-0.0126
24558	1227900	0.014	-0.006	0.0294	-0.0126
24559	1227950	0.015	-0.006	0.0315	-0.0126
24560	1228000	0.015	-0.006	0.0315	-0.0126
24561	1228050	0.014	-0.005	0.0294	-0.0105
24562	1228100	0.013	-0.006	0.0273	-0.0126
24563	1228150	0.013	-0.007	0.0273	-0.0147
24564	1228200	0.014	-0.007	0.0294	-0.0147
24565	1228250	0.014	-0.007	0.0294	-0.0147
24566	1228300	0.013	-0.005	0.0273	-0.0105
24567	1228350	0.012	-0.006	0.0252	-0.0126
24568	1228400	0.012	-0.006	0.0252	-0.0126
24569	1228450	0.012	-0.006	0.0252	-0.0126
24570	1228500	0.013	-0.006	0.0273	-0.0126
24571	1228550	0.014	-0.006	0.0294	-0.0126
24572	1228600	0.013	-0.007	0.0273	-0.0147
24573	1228650	0.012	-0.005	0.0252	-0.0105
24574	1228700	0.013	-0.004	0.0273	-0.0084
24575	1228750	0.013	-0.005	0.0273	-0.0105
24576	1228800	0.013	-0.008	0.0273	-0.0168
24577	1228850	0.012	-0.008	0.0252	-0.0168
24578	1228900	0.013	-0.006	0.0273	-0.0126
24579	1228950	0.015	-0.006	0.0315	-0.0126
24580	1229000	0.014	-0.008	0.0294	-0.0168
24581	1229050	0.014	-0.006	0.0294	-0.0126
24582	1229100	0.012	-0.007	0.0252	-0.0147
24583	1229150	0.012	-0.006	0.0252	-0.0126
24584	1229200	0.011	-0.006	0.0231	-0.0126
24585	1229250	0.012	-0.005	0.0252	-0.0105
24586	1229300	0.014	-0.006	0.0294	-0.0126
24587	1229350	0.012	-0.006	0.0252	-0.0126
24588	1229400	0.011	-0.007	0.0231	-0.0147
24589	1229450	0.012	-0.007	0.0252	-0.0147
24590	1229500	0.013	-0.009	0.0273	-0.0189
24591	1229550	0.012	-0.009	0.0252	-0.0189
24592	1229600	0.012	-0.007	0.0252	-0.0147
24593	1229650	0.012	-0.005	0.0252	-0.0105
24594	1229700	0.011	-0.005	0.0231	-0.0105
24595	1229750	0.011	-0.006	0.0231	-0.0126
24596	1229800	0.012	-0.007	0.0252	-0.0147
24597	1229850	0.013	-0.008	0.0273	-0.0168
24598	1229900	0.012	-0.006	0.0252	-0.0126
24599	1229950	0.012	-0.007	0.0252	-0.0147
24600	1230000	0.013	-0.007	0.0273	-0.0147
24601	1230050	0.012	-0.007	0.0252	-0.0147
24602	1230100	0.017	-0.003	0.0357	-0.0063
24603	1230150	0.023	-0.003	0.0483	-0.0063
24604	1230200	0.022	-0.003	0.0462	-0.0063
24605	1230250	0.016	-0.004	0.0336	-0.0084
24606	1230300	0.014	-0.001	0.0294	-0.0021
24607	1230350	0.014	-0.003	0.0294	-0.0063
24608	1230400	0.012	-0.005	0.0252	-0.0105
24609	1230450	0.011	-0.005	0.0231	-0.0105
24610	1230500	0.012	-0.006	0.0252	-0.0126
24611	1230550	0.012	-0.007	0.0252	-0.0147
24612	1230600	0.013	-0.006	0.0273	-0.0126
24613	1230650	0.014	-0.006	0.0294	-0.0126
24614	1230700	0.013	-0.005	0.0273	-0.0105
24615	1230750	0.012	-0.007	0.0252	-0.0147
24616	1230800	0.017	-0.007	0.0357	-0.0147
24617	1230850	0.016	-0.005	0.0336	-0.0105
24618	1230900	0.012	-0.001	0.0252	-0.0021
24619	1230950	0.012	-0.002	0.0252	-0.0042
24620	1231000	0.013	-0.007	0.0273	-0.0147
24621	1231050	0.02	-0.007	0.042	-0.0147
24622	1231100	0.02	-0.007	0.042	-0.0147
24623	1231150	0.014	-0.006	0.0294	-0.0126
24624	1231200	0.014	-0.006	0.0294	-0.0126
24625	1231250	0.013	-0.006	0.0273	-0.0126
24626	1231300	0.012	-0.007	0.0252	-0.0147
24627	1231350	0.011	-0.007	0.0231	-0.0147
24628	1231400	0.011	-0.008	0.0231	-0.0168
24629	1231450	0.012	-0.008	0.0252	-0.0168
24630	1231500	0.016	-0.007	0.0336	-0.0147
24631	1231550	0.017	-0.006	0.0357	-0.0126
24632	1231600	0.023	-0.005	0.0483	-0.0105
24633	1231650	0.017	-0.003	0.0357	-0.0063
24634	1231700	0.017	-0.005	0.0357	-0.0105
24635	1231750	0.013	-0.007	0.0273	-0.0147
24636	1231800	0.014	-0.006	0.0294	-0.0126
24637	1231850	0.013	-0.006	0.0273	-0.0126
24638	1231900	0.013	-0.004	0.0273	-0.0084
24639	1231950	0.014	-0.005	0.0294	-0.0105
24640	1232000	0.013	-0.007	0.0273	-0.0147
24641	1232050	0.013	-0.006	0.0273	-0.0126
24642	1232100	0.014	-0.006	0.0294	-0.0126
24643	1232150	0.014	-0.007	0.0294	-0.0147
24644	1232200	0.013	-0.008	0.0273	-0.0168
24645	1232250	0.012	-0.007	0.0252	-0.0147
24646	1232300	0.01	-0.008	0.021	-0.0168
24647	1232350	0.01	-0.008	0.021	-0.0168
24648	1232400	0.01	-0.006	0.021	-0.0126
24649	1232450	0.008	-0.007	0.0168	-0.0147
24650	1232500	0.009	-0.007	0.0189	-0.0147
24651	1232550	0.009	-0.008	0.0189	-0.0168
24652	1232600	0.007	-0.008	0.0147	-0.0168
24653	1232650	0.005	-0.007	0.0105	-0.0147
24654	1232700	0.005	-0.006	0.0105	-0.0126
24655	1232750	0.004	-0.006	0.0084	-0.0126
24656	1232800	0.001	-0.006	0.0021	-0.0126
24657	1232850	0.001	-0.007	0.0021	-0.0147
24658	1232900	0.002	-0.008	0.0042	-0.0168
24659	1232950	0.002	-0.008	0.0042	-0.0168
24660	1233000	0.003	-0.008	0.0063	-0.0168
24661	1233050	0.005	-0.008	0.0105	-0.0168
24662	1233100	0.005	-0.007	0.0105	-0.0147
24663	1233150	0.005	-0.007	0.0105	-0.0147
24664	1233200	0.004	-0.006	0.0084	-0.0126
24665	1233250	0.004	-0.005	0.0084	-0.0105
24666	1233300	0.005	-0.005	0.0105	-0.0105
24667	1233350	0.005	-0.004	0.0105	-0.0084
24668	1233400	0.003	-0.005	0.0063	-0.0105
24669	1233450	0.004	-0.007	0.0084	-0.0147
24670	1233500	0.005	-0.006	0.0105	-0.0126
24671	1233550	0.005	-0.006	0.0105	-0.0126
24672	1233600	0.006	-0.007	0.0126	-0.0147
24673	1233650	0.005	-0.006	0.0105	-0.0126
24674	1233700	0.006	-0.005	0.0126	-0.0105
24675	1233750	0.006	-0.005	0.0126	-0.0105
24676	1233800	0.006	-0.006	0.0126	-0.0126
24677	1233850	0.005	-0.007	0.0105	-0.0147
24678	1233900	0.005	-0.005	0.0105	-0.0105
24679	1233950	0.005	-0.005	0.0105	-0.0105
24680	1234000	0.005	-0.007	0.0105	-0.0147
24681	1234050	0.005	-0.007	0.0105	-0.0147
24682	1234100	0.007	-0.007	0.0147	-0.0147
24683	1234150	0.009	-0.006	0.0189	-0.0126
24684	1234200	0.008	-0.007	0.0168	-0.0147
24685	1234250	0.006	-0.007	0.0126	-0.0147
24686	1234300	0.006	-0.005	0.0126	-0.0105
24687	1234350	0.004	-0.005	0.0084	-0.0105
24688	1234400	0.005	-0.006	0.0105	-0.0126
24689	1234450	0.006	-0.006	0.0126	-0.0126
24690	1234500	0.008	-0.007	0.0168	-0.0147
24691	1234550	0.009	-0.007	0.0189	-0.0147
24692	1234600	0.008	-0.007	0.0168	-0.0147
24693	1234650	0.008	-0.008	0.0168	-0.0168
24694	1234700	0.008	-0.008	0.0168	-0.0168
24695	1234750	0.01	-0.007	0.021	-0.0147
24696	1234800	0.01	-0.005	0.021	-0.0105
24697	1234850	0.009	-0.004	0.0189	-0.0084
24698	1234900	0.009	-0.006	0.0189	-0.0126
24699	1234950	0.008	-0.006	0.0168	-0.0126
24700	1235000	0.008	-0.005	0.0168	-0.0105
24701	1235050	0.01	-0.005	0.021	-0.0105
24702	1235100	0.01	-0.006	0.021	-0.0126
24703	1235150	0.01	-0.007	0.021	-0.0147
24704	1235200	0.009	-0.006	0.0189	-0.0126
24705	1235250	0.01	-0.005	0.021	-0.0105
24706	1235300	0.009	-0.007	0.0189	-0.0147
24707	1235350	0.009	-0.007	0.0189	-0.0147
24708	1235400	0.011	-0.007	0.0231	-0.0147
24709	1235450	0.011	-0.007	0.0231	-0.0147
24710	1235500	0.009	-0.005	0.0189	-0.0105
24711	1235550	0.01	-0.006	0.021	-0.0126
24712	1235600	0.011	-0.007	0.0231	-0.0147
24713	1235650	0.009	-0.008	0.0189	-0.0168
24714	1235700	0.006	-0.008	0.0126	-0.0168
24715	1235750	0.008	-0.007	0.0168	-0.0147
24716	1235800	0.009	-0.006	0.0189	-0.0126
24717	1235850	0.01	-0.007	0.021	-0.0147
24718	1235900	0.011	-0.007	0.0231	-0.0147
24719	1235950	0.011	-0.006	0.0231	-0.0126
24720	1236000	0.011	-0.006	0.0231	-0.0126
24721	1236050	0.011	-0.006	0.0231	-0.0126
24722	1236100	0.011	-0.007	0.0231	-0.0147
24723	1236150	0.01	-0.007	0.021	-0.0147
24724	1236200	0.009	-0.005	0.0189	-0.0105
24725	1236250	0.008	-0.006	0.0168	-0.0126
24726	1236300	0.008	-0.006	0.0168	-0.0126
24727	1236350	0.009	-0.007	0.0189	-0.0147
24728	1236400	0.008	-0.006	0.0168	-0.0126
24729	1236450	0.007	-0.006	0.0147	-0.0126
24730	1236500	0.008	-0.006	0.0168	-0.0126
24731	1236550	0.01	-0.006	0.021	-0.0126
24732	1236600	0.01	-0.006	0.021	-0.0126
24733	1236650	0.01	-0.007	0.021	-0.0147
24734	1236700	0.01	-0.006	0.021	-0.0126
24735	1236750	0.009	-0.005	0.0189	-0.0105
24736	1236800	0.008	-0.006	0.0168	-0.0126
24737	1236850	0.008	-0.006	0.0168	-0.0126
24738	1236900	0.007	-0.005	0.0147	-0.0105
24739	1236950	0.006	-0.007	0.0126	-0.0147
24740	1237000	0.006	-0.007	0.0126	-0.0147
24741	1237050	0.007	-0.008	0.0147	-0.0168
24742	1237100	0.008	-0.006	0.0168	-0.0126
24743	1237150	0.007	-0.007	0.0147	-0.0147
24744	1237200	0.006	-0.008	0.0126	-0.0168
24745	1237250	0.007	-0.007	0.0147	-0.0147
24746	1237300	0.008	-0.006	0.0168	-0.0126
24747	1237350	0.009	-0.005	0.0189	-0.0105
24748	1237400	0.009	-0.004	0.0189	-0.0084
24749	1237450	0.008	-0.005	0.0168	-0.0105
24750	1237500	0.006	-0.007	0.0126	-0.0147
24751	1237550	0.007	-0.007	0.0147	-0.0147
24752	1237600	0.007	-0.006	0.0147	-0.0126
