SampleNumber	MillisecondsSincePowerUp	LeftRawVoltageValue	RightRawVoltageValue	LeftCalibratedForceValue	RightCalibratedForceValue
84182	4209100	-0.081	-0.108	-0.1701	-0.2268
84183	4209150	-0.083	-0.11	-0.1743	-0.231
84184	4209200	-0.084	-0.112	-0.1764	-0.2352
84185	4209250	-0.084	-0.112	-0.1764	-0.2352
84186	4209300	-0.086	-0.109	-0.1806	-0.2289
84187	4209350	-0.086	-0.109	-0.1806	-0.2289
84188	4209400	-0.086	-0.109	-0.1806	-0.2289
84189	4209450	-0.087	-0.11	-0.1827	-0.231
84190	4209500	-0.088	-0.11	-0.1848	-0.231
84191	4209550	-0.09	-0.109	-0.189	-0.2289
84192	4209600	-0.09	-0.106	-0.189	-0.2226
84193	4209650	-0.089	-0.107	-0.1869	-0.2247
84194	4209700	-0.089	-0.106	-0.1869	-0.2226
84195	4209750	-0.088	-0.105	-0.1848	-0.2205
84196	4209800	-0.087	-0.105	-0.1827	-0.2205
84197	4209850	-0.084	-0.107	-0.1764	-0.2247
84198	4209900	-0.079	-0.107	-0.1659	-0.2247
84199	4209950	-0.08	-0.108	-0.168	-0.2268
84200	4210000	-0.081	-0.109	-0.1701	-0.2289
84201	4210050	-0.079	-0.109	-0.1659	-0.2289
84202	4210100	-0.077	-0.11	-0.1617	-0.231
84203	4210150	-0.078	-0.111	-0.1638	-0.2331
84204	4210200	-0.08	-0.113	-0.168	-0.2373
84205	4210250	-0.084	-0.112	-0.1764	-0.2352
84206	4210300	-0.087	-0.112	-0.1827	-0.2352
84207	4210350	-0.088	-0.111	-0.1848	-0.2331
84208	4210400	-0.087	-0.107	-0.1827	-0.2247
84209	4210450	-0.086	-0.107	-0.1806	-0.2247
84210	4210500	-0.083	-0.106	-0.1743	-0.2226
84211	4210550	-0.082	-0.107	-0.1722	-0.2247
84212	4210600	-0.079	-0.107	-0.1659	-0.2247
84213	4210650	-0.078	-0.107	-0.1638	-0.2247
84214	4210700	-0.08	-0.108	-0.168	-0.2268
84215	4210750	-0.085	-0.108	-0.1785	-0.2268
84216	4210800	-0.09	-0.107	-0.189	-0.2247
84217	4210850	-0.093	-0.106	-0.1953	-0.2226
84218	4210900	-0.093	-0.101	-0.1953	-0.2121
84219	4210950	-0.093	-0.101	-0.1953	-0.2121
84220	4211000	-0.092	-0.102	-0.1932	-0.2142
84221	4211050	-0.089	-0.102	-0.1869	-0.2142
84222	4211100	-0.082	-0.102	-0.1722	-0.2142
84223	4211150	-0.081	-0.101	-0.1701	-0.2121
84224	4211200	-0.085	-0.099	-0.1785	-0.2079
84225	4211250	-0.09	-0.097	-0.189	-0.2037
84226	4211300	-0.094	-0.094	-0.1974	-0.1974
84227	4211350	-0.091	-0.094	-0.1911	-0.1974
84228	4211400	-0.085	-0.095	-0.1785	-0.1995
84229	4211450	-0.084	-0.094	-0.1764	-0.1974
84230	4211500	-0.081	-0.094	-0.1701	-0.1974
84231	4211550	-0.082	-0.095	-0.1722	-0.1995
84232	4211600	-0.085	-0.096	-0.1785	-0.2016
84233	4211650	-0.092	-0.095	-0.1932	-0.1995
84234	4211700	-0.096	-0.093	-0.2016	-0.1953
84235	4211750	-0.096	-0.09	-0.2016	-0.189
84236	4211800	-0.096	-0.09	-0.2016	-0.189
84237	4211850	-0.097	-0.091	-0.2037	-0.1911
84238	4211900	-0.093	-0.094	-0.1953	-0.1974
84239	4211950	-0.091	-0.094	-0.1911	-0.1974
84240	4212000	-0.092	-0.094	-0.1932	-0.1974
84241	4212050	-0.092	-0.094	-0.1932	-0.1974
84242	4212100	-0.093	-0.091	-0.1953	-0.1911
84243	4212150	-0.1	-0.09	-0.21	-0.189
84244	4212200	-0.104	-0.086	-0.2184	-0.1806
84245	4212250	-0.1	-0.087	-0.21	-0.1827
84246	4212300	-0.094	-0.089	-0.1974	-0.1869
84247	4212350	-0.096	-0.093	-0.2016	-0.1953
84248	4212400	-0.102	-0.091	-0.2142	-0.1911
84249	4212450	-0.104	-0.092	-0.2184	-0.1932
84250	4212500	-0.111	-0.092	-0.2331	-0.1932
84251	4212550	-0.113	-0.09	-0.2373	-0.189
84252	4212600	-0.112	-0.087	-0.2352	-0.1827
84253	4212650	-0.113	-0.088	-0.2373	-0.1848
84254	4212700	-0.111	-0.093	-0.2331	-0.1953
84255	4212750	-0.108	-0.095	-0.2268	-0.1995
84256	4212800	-0.106	-0.092	-0.2226	-0.1932
84257	4212850	-0.109	-0.086	-0.2289	-0.1806
84258	4212900	-0.109	-0.087	-0.2289	-0.1827
84259	4212950	-0.108	-0.088	-0.2268	-0.1848
84260	4213000	-0.105	-0.088	-0.2205	-0.1848
84261	4213050	-0.104	-0.089	-0.2184	-0.1869
84262	4213100	-0.101	-0.089	-0.2121	-0.1869
84263	4213150	-0.098	-0.089	-0.2058	-0.1869
84264	4213200	-0.096	-0.092	-0.2016	-0.1932
84265	4213250	-0.094	-0.093	-0.1974	-0.1953
84266	4213300	-0.094	-0.094	-0.1974	-0.1974
84267	4213350	-0.094	-0.095	-0.1974	-0.1995
84268	4213400	-0.095	-0.096	-0.1995	-0.2016
84269	4213450	-0.097	-0.097	-0.2037	-0.2037
84270	4213500	-0.103	-0.095	-0.2163	-0.1995
84271	4213550	-0.104	-0.092	-0.2184	-0.1932
84272	4213600	-0.101	-0.09	-0.2121	-0.189
84273	4213650	-0.1	-0.091	-0.21	-0.1911
84274	4213700	-0.093	-0.095	-0.1953	-0.1995
84275	4213750	-0.093	-0.096	-0.1953	-0.2016
84276	4213800	-0.095	-0.096	-0.1995	-0.2016
84277	4213850	-0.097	-0.097	-0.2037	-0.2037
84278	4213900	-0.098	-0.095	-0.2058	-0.1995
84279	4213950	-0.099	-0.092	-0.2079	-0.1932
84280	4214000	-0.097	-0.093	-0.2037	-0.1953
84281	4214050	-0.094	-0.094	-0.1974	-0.1974
84282	4214100	-0.092	-0.095	-0.1932	-0.1995
84283	4214150	-0.093	-0.097	-0.1953	-0.2037
84284	4214200	-0.095	-0.098	-0.1995	-0.2058
84285	4214250	-0.096	-0.096	-0.2016	-0.2016
84286	4214300	-0.101	-0.094	-0.2121	-0.1974
84287	4214350	-0.101	-0.093	-0.2121	-0.1953
84288	4214400	-0.099	-0.093	-0.2079	-0.1953
84289	4214450	-0.097	-0.093	-0.2037	-0.1953
84290	4214500	-0.098	-0.095	-0.2058	-0.1995
84291	4214550	-0.1	-0.094	-0.21	-0.1974
84292	4214600	-0.1	-0.093	-0.21	-0.1953
84293	4214650	-0.1	-0.093	-0.21	-0.1953
84294	4214700	-0.102	-0.095	-0.2142	-0.1995
84295	4214750	-0.103	-0.095	-0.2163	-0.1995
84296	4214800	-0.106	-0.094	-0.2226	-0.1974
84297	4214850	-0.106	-0.093	-0.2226	-0.1953
84298	4214900	-0.105	-0.09	-0.2205	-0.189
84299	4214950	-0.107	-0.09	-0.2247	-0.189
84300	4215000	-0.112	-0.085	-0.2352	-0.1785
84301	4215050	-0.114	-0.083	-0.2394	-0.1743
84302	4215100	-0.11	-0.078	-0.231	-0.1638
84303	4215150	-0.109	-0.078	-0.2289	-0.1638
84304	4215200	-0.111	-0.078	-0.2331	-0.1638
84305	4215250	-0.109	-0.081	-0.2289	-0.1701
84306	4215300	-0.11	-0.084	-0.231	-0.1764
84307	4215350	-0.113	-0.089	-0.2373	-0.1869
84308	4215400	-0.108	-0.093	-0.2268	-0.1953
84309	4215450	-0.105	-0.092	-0.2205	-0.1932
84310	4215500	-0.1	-0.091	-0.21	-0.1911
84311	4215550	-0.095	-0.091	-0.1995	-0.1911
84312	4215600	-0.09	-0.088	-0.189	-0.1848
84313	4215650	-0.091	-0.09	-0.1911	-0.189
84314	4215700	-0.092	-0.088	-0.1932	-0.1848
84315	4215750	-0.093	-0.088	-0.1953	-0.1848
84316	4215800	-0.09	-0.09	-0.189	-0.189
84317	4215850	-0.086	-0.092	-0.1806	-0.1932
84318	4215900	-0.084	-0.094	-0.1764	-0.1974
84319	4215950	-0.084	-0.096	-0.1764	-0.2016
84320	4216000	-0.081	-0.097	-0.1701	-0.2037
84321	4216050	-0.082	-0.098	-0.1722	-0.2058
84322	4216100	-0.083	-0.099	-0.1743	-0.2079
84323	4216150	-0.083	-0.098	-0.1743	-0.2058
84324	4216200	-0.087	-0.096	-0.1827	-0.2016
84325	4216250	-0.091	-0.096	-0.1911	-0.2016
84326	4216300	-0.098	-0.094	-0.2058	-0.1974
84327	4216350	-0.1	-0.093	-0.21	-0.1953
84328	4216400	-0.098	-0.092	-0.2058	-0.1932
84329	4216450	-0.092	-0.093	-0.1932	-0.1953
84330	4216500	-0.09	-0.092	-0.189	-0.1932
84331	4216550	-0.089	-0.092	-0.1869	-0.1932
84332	4216600	-0.088	-0.093	-0.1848	-0.1953
84333	4216650	-0.088	-0.094	-0.1848	-0.1974
84334	4216700	-0.092	-0.095	-0.1932	-0.1995
84335	4216750	-0.092	-0.096	-0.1932	-0.2016
84336	4216800	-0.094	-0.095	-0.1974	-0.1995
84337	4216850	-0.098	-0.094	-0.2058	-0.1974
84338	4216900	-0.098	-0.094	-0.2058	-0.1974
84339	4216950	-0.095	-0.095	-0.1995	-0.1995
84340	4217000	-0.094	-0.095	-0.1974	-0.1995
84341	4217050	-0.093	-0.096	-0.1953	-0.2016
84342	4217100	-0.093	-0.097	-0.1953	-0.2037
84343	4217150	-0.095	-0.096	-0.1995	-0.2016
84344	4217200	-0.104	-0.095	-0.2184	-0.1995
84345	4217250	-0.106	-0.092	-0.2226	-0.1932
84346	4217300	-0.103	-0.089	-0.2163	-0.1869
84347	4217350	-0.102	-0.087	-0.2142	-0.1827
84348	4217400	-0.109	-0.085	-0.2289	-0.1785
84349	4217450	-0.109	-0.085	-0.2289	-0.1785
84350	4217500	-0.105	-0.088	-0.2205	-0.1848
84351	4217550	-0.103	-0.09	-0.2163	-0.189
84352	4217600	-0.106	-0.089	-0.2226	-0.1869
84353	4217650	-0.105	-0.087	-0.2205	-0.1827
84354	4217700	-0.103	-0.087	-0.2163	-0.1827
84355	4217750	-0.102	-0.088	-0.2142	-0.1848
84356	4217800	-0.098	-0.088	-0.2058	-0.1848
84357	4217850	-0.098	-0.088	-0.2058	-0.1848
84358	4217900	-0.098	-0.089	-0.2058	-0.1869
84359	4217950	-0.098	-0.089	-0.2058	-0.1869
84360	4218000	-0.097	-0.092	-0.2037	-0.1932
84361	4218050	-0.097	-0.091	-0.2037	-0.1911
84362	4218100	-0.098	-0.092	-0.2058	-0.1932
84363	4218150	-0.1	-0.093	-0.21	-0.1953
84364	4218200	-0.1	-0.092	-0.21	-0.1932
84365	4218250	-0.102	-0.093	-0.2142	-0.1953
84366	4218300	-0.11	-0.092	-0.231	-0.1932
84367	4218350	-0.111	-0.091	-0.2331	-0.1911
84368	4218400	-0.111	-0.088	-0.2331	-0.1848
84369	4218450	-0.11	-0.088	-0.231	-0.1848
84370	4218500	-0.105	-0.09	-0.2205	-0.189
84371	4218550	-0.101	-0.092	-0.2121	-0.1932
84372	4218600	-0.097	-0.091	-0.2037	-0.1911
84373	4218650	-0.093	-0.09	-0.1953	-0.189
84374	4218700	-0.094	-0.091	-0.1974	-0.1911
84375	4218750	-0.1	-0.093	-0.21	-0.1953
84376	4218800	-0.104	-0.092	-0.2184	-0.1932
84377	4218850	-0.108	-0.092	-0.2268	-0.1932
84378	4218900	-0.103	-0.091	-0.2163	-0.1911
84379	4218950	-0.098	-0.09	-0.2058	-0.189
84380	4219000	-0.097	-0.091	-0.2037	-0.1911
84381	4219050	-0.1	-0.093	-0.21	-0.1953
84382	4219100	-0.105	-0.095	-0.2205	-0.1995
84383	4219150	-0.104	-0.096	-0.2184	-0.2016
84384	4219200	-0.105	-0.094	-0.2205	-0.1974
84385	4219250	-0.106	-0.092	-0.2226	-0.1932
84386	4219300	-0.108	-0.09	-0.2268	-0.189
84387	4219350	-0.11	-0.089	-0.231	-0.1869
84388	4219400	-0.111	-0.088	-0.2331	-0.1848
84389	4219450	-0.107	-0.089	-0.2247	-0.1869
84390	4219500	-0.1	-0.093	-0.21	-0.1953
84391	4219550	-0.1	-0.1	-0.21	-0.21
84392	4219600	-0.104	-0.099	-0.2184	-0.2079
84393	4219650	-0.104	-0.095	-0.2184	-0.1995
84394	4219700	-0.105	-0.092	-0.2205	-0.1932
84395	4219750	-0.107	-0.092	-0.2247	-0.1932
84396	4219800	-0.106	-0.093	-0.2226	-0.1953
84397	4219850	-0.103	-0.093	-0.2163	-0.1953
84398	4219900	-0.101	-0.095	-0.2121	-0.1995
84399	4219950	-0.1	-0.095	-0.21	-0.1995
84400	4220000	-0.102	-0.095	-0.2142	-0.1995
84401	4220050	-0.102	-0.097	-0.2142	-0.2037
84402	4220100	-0.105	-0.097	-0.2205	-0.2037
84403	4220150	-0.105	-0.097	-0.2205	-0.2037
84404	4220200	-0.106	-0.098	-0.2226	-0.2058
84405	4220250	-0.106	-0.096	-0.2226	-0.2016
84406	4220300	-0.108	-0.095	-0.2268	-0.1995
84407	4220350	-0.106	-0.094	-0.2226	-0.1974
84408	4220400	-0.102	-0.092	-0.2142	-0.1932
84409	4220450	-0.098	-0.092	-0.2058	-0.1932
84410	4220500	-0.099	-0.095	-0.2079	-0.1995
84411	4220550	-0.104	-0.095	-0.2184	-0.1995
84412	4220600	-0.106	-0.093	-0.2226	-0.1953
84413	4220650	-0.111	-0.092	-0.2331	-0.1932
84414	4220700	-0.114	-0.091	-0.2394	-0.1911
84415	4220750	-0.113	-0.089	-0.2373	-0.1869
84416	4220800	-0.113	-0.088	-0.2373	-0.1848
84417	4220850	-0.114	-0.088	-0.2394	-0.1848
84418	4220900	-0.113	-0.088	-0.2373	-0.1848
84419	4220950	-0.111	-0.09	-0.2331	-0.189
84420	4221000	-0.109	-0.093	-0.2289	-0.1953
84421	4221050	-0.108	-0.094	-0.2268	-0.1974
84422	4221100	-0.104	-0.092	-0.2184	-0.1932
84423	4221150	-0.102	-0.093	-0.2142	-0.1953
84424	4221200	-0.103	-0.091	-0.2163	-0.1911
84425	4221250	-0.102	-0.093	-0.2142	-0.1953
84426	4221300	-0.097	-0.093	-0.2037	-0.1953
84427	4221350	-0.094	-0.095	-0.1974	-0.1995
84428	4221400	-0.095	-0.096	-0.1995	-0.2016
84429	4221450	-0.096	-0.097	-0.2016	-0.2037
84430	4221500	-0.094	-0.098	-0.1974	-0.2058
84431	4221550	-0.093	-0.098	-0.1953	-0.2058
84432	4221600	-0.095	-0.1	-0.1995	-0.21
84433	4221650	-0.097	-0.099	-0.2037	-0.2079
84434	4221700	-0.1	-0.096	-0.21	-0.2016
84435	4221750	-0.105	-0.097	-0.2205	-0.2037
84436	4221800	-0.108	-0.097	-0.2268	-0.2037
84437	4221850	-0.106	-0.096	-0.2226	-0.2016
84438	4221900	-0.1	-0.095	-0.21	-0.1995
84439	4221950	-0.099	-0.096	-0.2079	-0.2016
84440	4222000	-0.101	-0.097	-0.2121	-0.2037
84441	4222050	-0.102	-0.096	-0.2142	-0.2016
84442	4222100	-0.101	-0.098	-0.2121	-0.2058
84443	4222150	-0.101	-0.098	-0.2121	-0.2058
84444	4222200	-0.106	-0.097	-0.2226	-0.2037
84445	4222250	-0.111	-0.095	-0.2331	-0.1995
84446	4222300	-0.111	-0.089	-0.2331	-0.1869
84447	4222350	-0.112	-0.086	-0.2352	-0.1806
84448	4222400	-0.113	-0.085	-0.2373	-0.1785
84449	4222450	-0.114	-0.084	-0.2394	-0.1764
84450	4222500	-0.109	-0.085	-0.2289	-0.1785
84451	4222550	-0.107	-0.088	-0.2247	-0.1848
84452	4222600	-0.104	-0.091	-0.2184	-0.1911
84453	4222650	-0.103	-0.091	-0.2163	-0.1911
84454	4222700	-0.1	-0.09	-0.21	-0.189
84455	4222750	-0.099	-0.091	-0.2079	-0.1911
84456	4222800	-0.097	-0.092	-0.2037	-0.1932
84457	4222850	-0.096	-0.092	-0.2016	-0.1932
84458	4222900	-0.096	-0.091	-0.2016	-0.1911
84459	4222950	-0.094	-0.091	-0.1974	-0.1911
84460	4223000	-0.086	-0.086	-0.1806	-0.1806
84461	4223050	-0.081	-0.084	-0.1701	-0.1764
84462	4223100	-0.089	-0.088	-0.1869	-0.1848
84463	4223150	-0.092	-0.091	-0.1932	-0.1911
84464	4223200	-0.102	-0.092	-0.2142	-0.1932
84465	4223250	-0.103	-0.091	-0.2163	-0.1911
84466	4223300	-0.103	-0.093	-0.2163	-0.1953
84467	4223350	-0.102	-0.093	-0.2142	-0.1953
84468	4223400	-0.104	-0.093	-0.2184	-0.1953
84469	4223450	-0.101	-0.094	-0.2121	-0.1974
84470	4223500	-0.101	-0.098	-0.2121	-0.2058
84471	4223550	-0.099	-0.098	-0.2079	-0.2058
84472	4223600	-0.101	-0.098	-0.2121	-0.2058
84473	4223650	-0.104	-0.099	-0.2184	-0.2079
84474	4223700	-0.105	-0.099	-0.2205	-0.2079
84475	4223750	-0.106	-0.099	-0.2226	-0.2079
84476	4223800	-0.108	-0.097	-0.2268	-0.2037
84477	4223850	-0.109	-0.096	-0.2289	-0.2016
84478	4223900	-0.116	-0.089	-0.2436	-0.1869
84479	4223950	-0.119	-0.086	-0.2499	-0.1806
84480	4224000	-0.114	-0.085	-0.2394	-0.1785
84481	4224050	-0.113	-0.086	-0.2373	-0.1806
84482	4224100	-0.11	-0.09	-0.231	-0.189
84483	4224150	-0.107	-0.091	-0.2247	-0.1911
84484	4224200	-0.105	-0.093	-0.2205	-0.1953
84485	4224250	-0.105	-0.093	-0.2205	-0.1953
84486	4224300	-0.103	-0.092	-0.2163	-0.1932
84487	4224350	-0.102	-0.095	-0.2142	-0.1995
84488	4224400	-0.099	-0.096	-0.2079	-0.2016
84489	4224450	-0.098	-0.097	-0.2058	-0.2037
84490	4224500	-0.096	-0.098	-0.2016	-0.2058
84491	4224550	-0.099	-0.099	-0.2079	-0.2079
84492	4224600	-0.105	-0.098	-0.2205	-0.2058
84493	4224650	-0.109	-0.097	-0.2289	-0.2037
84494	4224700	-0.104	-0.096	-0.2184	-0.2016
84495	4224750	-0.099	-0.098	-0.2079	-0.2058
84496	4224800	-0.099	-0.098	-0.2079	-0.2058
84497	4224850	-0.098	-0.097	-0.2058	-0.2037
84498	4224900	-0.098	-0.096	-0.2058	-0.2016
84499	4224950	-0.098	-0.097	-0.2058	-0.2037
84500	4225000	-0.101	-0.098	-0.2121	-0.2058
84501	4225050	-0.103	-0.097	-0.2163	-0.2037
84502	4225100	-0.105	-0.095	-0.2205	-0.1995
84503	4225150	-0.106	-0.095	-0.2226	-0.1995
84504	4225200	-0.108	-0.098	-0.2268	-0.2058
84505	4225250	-0.109	-0.099	-0.2289	-0.2079
84506	4225300	-0.108	-0.097	-0.2268	-0.2037
84507	4225350	-0.108	-0.096	-0.2268	-0.2016
84508	4225400	-0.106	-0.097	-0.2226	-0.2037
84509	4225450	-0.107	-0.098	-0.2247	-0.2058
84510	4225500	-0.111	-0.095	-0.2331	-0.1995
84511	4225550	-0.111	-0.091	-0.2331	-0.1911
84512	4225600	-0.113	-0.088	-0.2373	-0.1848
84513	4225650	-0.114	-0.087	-0.2394	-0.1827
84514	4225700	-0.116	-0.084	-0.2436	-0.1764
84515	4225750	-0.115	-0.084	-0.2415	-0.1764
84516	4225800	-0.113	-0.086	-0.2373	-0.1806
84517	4225850	-0.109	-0.088	-0.2289	-0.1848
84518	4225900	-0.107	-0.09	-0.2247	-0.189
84519	4225950	-0.105	-0.09	-0.2205	-0.189
84520	4226000	-0.106	-0.09	-0.2226	-0.189
84521	4226050	-0.104	-0.092	-0.2184	-0.1932
84522	4226100	-0.101	-0.092	-0.2121	-0.1932
84523	4226150	-0.1	-0.094	-0.21	-0.1974
84524	4226200	-0.097	-0.094	-0.2037	-0.1974
84525	4226250	-0.096	-0.095	-0.2016	-0.1995
84526	4226300	-0.097	-0.098	-0.2037	-0.2058
84527	4226350	-0.099	-0.097	-0.2079	-0.2037
84528	4226400	-0.103	-0.096	-0.2163	-0.2016
84529	4226450	-0.105	-0.095	-0.2205	-0.1995
84530	4226500	-0.107	-0.093	-0.2247	-0.1953
84531	4226550	-0.11	-0.092	-0.231	-0.1932
84532	4226600	-0.11	-0.09	-0.231	-0.189
84533	4226650	-0.106	-0.092	-0.2226	-0.1932
84534	4226700	-0.103	-0.094	-0.2163	-0.1974
84535	4226750	-0.103	-0.097	-0.2163	-0.2037
84536	4226800	-0.105	-0.096	-0.2205	-0.2016
84537	4226850	-0.105	-0.096	-0.2205	-0.2016
84538	4226900	-0.111	-0.095	-0.2331	-0.1995
84539	4226950	-0.115	-0.094	-0.2415	-0.1974
84540	4227000	-0.115	-0.089	-0.2415	-0.1869
84541	4227050	-0.115	-0.087	-0.2415	-0.1827
84542	4227100	-0.112	-0.089	-0.2352	-0.1869
84543	4227150	-0.11	-0.092	-0.231	-0.1932
84544	4227200	-0.108	-0.092	-0.2268	-0.1932
84545	4227250	-0.109	-0.091	-0.2289	-0.1911
84546	4227300	-0.104	-0.091	-0.2184	-0.1911
84547	4227350	-0.104	-0.092	-0.2184	-0.1932
84548	4227400	-0.101	-0.095	-0.2121	-0.1995
84549	4227450	-0.101	-0.096	-0.2121	-0.2016
84550	4227500	-0.1	-0.096	-0.21	-0.2016
84551	4227550	-0.1	-0.097	-0.21	-0.2037
84552	4227600	-0.099	-0.097	-0.2079	-0.2037
84553	4227650	-0.103	-0.096	-0.2163	-0.2016
84554	4227700	-0.105	-0.096	-0.2205	-0.2016
84555	4227750	-0.109	-0.094	-0.2289	-0.1974
84556	4227800	-0.109	-0.093	-0.2289	-0.1953
84557	4227850	-0.109	-0.093	-0.2289	-0.1953
84558	4227900	-0.104	-0.092	-0.2184	-0.1932
84559	4227950	-0.101	-0.092	-0.2121	-0.1932
84560	4228000	-0.098	-0.094	-0.2058	-0.1974
84561	4228050	-0.098	-0.095	-0.2058	-0.1995
84562	4228100	-0.1	-0.096	-0.21	-0.2016
84563	4228150	-0.105	-0.096	-0.2205	-0.2016
84564	4228200	-0.109	-0.093	-0.2289	-0.1953
84565	4228250	-0.111	-0.091	-0.2331	-0.1911
84566	4228300	-0.113	-0.088	-0.2373	-0.1848
84567	4228350	-0.112	-0.09	-0.2352	-0.189
84568	4228400	-0.111	-0.09	-0.2331	-0.189
84569	4228450	-0.106	-0.089	-0.2226	-0.1869
84570	4228500	-0.106	-0.088	-0.2226	-0.1848
84571	4228550	-0.107	-0.087	-0.2247	-0.1827
84572	4228600	-0.104	-0.089	-0.2184	-0.1869
84573	4228650	-0.104	-0.091	-0.2184	-0.1911
84574	4228700	-0.106	-0.091	-0.2226	-0.1911
84575	4228750	-0.105	-0.09	-0.2205	-0.189
84576	4228800	-0.102	-0.092	-0.2142	-0.1932
84577	4228850	-0.102	-0.093	-0.2142	-0.1953
84578	4228900	-0.1	-0.095	-0.21	-0.1995
84579	4228950	-0.1	-0.095	-0.21	-0.1995
84580	4229000	-0.103	-0.095	-0.2163	-0.1995
84581	4229050	-0.108	-0.093	-0.2268	-0.1953
84582	4229100	-0.112	-0.092	-0.2352	-0.1932
84583	4229150	-0.112	-0.091	-0.2352	-0.1911
84584	4229200	-0.108	-0.091	-0.2268	-0.1911
84585	4229250	-0.106	-0.091	-0.2226	-0.1911
84586	4229300	-0.102	-0.095	-0.2142	-0.1995
84587	4229350	-0.104	-0.094	-0.2184	-0.1974
84588	4229400	-0.107	-0.093	-0.2247	-0.1953
84589	4229450	-0.112	-0.092	-0.2352	-0.1932
84590	4229500	-0.117	-0.092	-0.2457	-0.1932
84591	4229550	-0.115	-0.091	-0.2415	-0.1911
84592	4229600	-0.109	-0.093	-0.2289	-0.1953
84593	4229650	-0.108	-0.09	-0.2268	-0.189
84594	4229700	-0.105	-0.089	-0.2205	-0.1869
84595	4229750	-0.104	-0.089	-0.2184	-0.1869
84596	4229800	-0.103	-0.09	-0.2163	-0.189
84597	4229850	-0.104	-0.09	-0.2184	-0.189
84598	4229900	-0.101	-0.091	-0.2121	-0.1911
84599	4229950	-0.099	-0.09	-0.2079	-0.189
84600	4230000	-0.1	-0.091	-0.21	-0.1911
84601	4230050	-0.103	-0.091	-0.2163	-0.1911
84602	4230100	-0.102	-0.097	-0.2142	-0.2037
84603	4230150	-0.102	-0.096	-0.2142	-0.2016
84604	4230200	-0.103	-0.097	-0.2163	-0.2037
84605	4230250	-0.102	-0.097	-0.2142	-0.2037
84606	4230300	-0.107	-0.099	-0.2247	-0.2079
84607	4230350	-0.109	-0.1	-0.2289	-0.21
84608	4230400	-0.11	-0.097	-0.231	-0.2037
84609	4230450	-0.109	-0.094	-0.2289	-0.1974
84610	4230500	-0.107	-0.094	-0.2247	-0.1974
84611	4230550	-0.107	-0.093	-0.2247	-0.1953
84612	4230600	-0.105	-0.094	-0.2205	-0.1974
84613	4230650	-0.101	-0.095	-0.2121	-0.1995
84614	4230700	-0.098	-0.095	-0.2058	-0.1995
84615	4230750	-0.098	-0.095	-0.2058	-0.1995
84616	4230800	-0.101	-0.097	-0.2121	-0.2037
84617	4230850	-0.1	-0.1	-0.21	-0.21
84618	4230900	-0.104	-0.105	-0.2184	-0.2205
84619	4230950	-0.106	-0.103	-0.2226	-0.2163
84620	4231000	-0.111	-0.1	-0.2331	-0.21
84621	4231050	-0.113	-0.096	-0.2373	-0.2016
84622	4231100	-0.109	-0.091	-0.2289	-0.1911
84623	4231150	-0.106	-0.09	-0.2226	-0.189
84624	4231200	-0.105	-0.089	-0.2205	-0.1869
84625	4231250	-0.106	-0.088	-0.2226	-0.1848
84626	4231300	-0.105	-0.089	-0.2205	-0.1869
84627	4231350	-0.106	-0.09	-0.2226	-0.189
84628	4231400	-0.103	-0.09	-0.2163	-0.189
84629	4231450	-0.1	-0.092	-0.21	-0.1932
84630	4231500	-0.1	-0.092	-0.21	-0.1932
84631	4231550	-0.098	-0.093	-0.2058	-0.1953
84632	4231600	-0.094	-0.095	-0.1974	-0.1995
84633	4231650	-0.092	-0.096	-0.1932	-0.2016
84634	4231700	-0.094	-0.096	-0.1974	-0.2016
84635	4231750	-0.096	-0.096	-0.2016	-0.2016
84636	4231800	-0.098	-0.095	-0.2058	-0.1995
84637	4231850	-0.098	-0.094	-0.2058	-0.1974
84638	4231900	-0.1	-0.092	-0.21	-0.1932
84639	4231950	-0.102	-0.092	-0.2142	-0.1932
84640	4232000	-0.103	-0.091	-0.2163	-0.1911
84641	4232050	-0.102	-0.091	-0.2142	-0.1911
84642	4232100	-0.102	-0.092	-0.2142	-0.1932
84643	4232150	-0.103	-0.093	-0.2163	-0.1953
84644	4232200	-0.101	-0.094	-0.2121	-0.1974
84645	4232250	-0.098	-0.094	-0.2058	-0.1974
84646	4232300	-0.092	-0.093	-0.1932	-0.1953
84647	4232350	-0.089	-0.093	-0.1869	-0.1953
84648	4232400	-0.087	-0.094	-0.1827	-0.1974
84649	4232450	-0.088	-0.094	-0.1848	-0.1974
84650	4232500	-0.091	-0.095	-0.1911	-0.1995
84651	4232550	-0.093	-0.096	-0.1953	-0.2016
84652	4232600	-0.1	-0.095	-0.21	-0.1995
84653	4232650	-0.104	-0.091	-0.2184	-0.1911
84654	4232700	-0.102	-0.091	-0.2142	-0.1911
84655	4232750	-0.101	-0.093	-0.2121	-0.1953
84656	4232800	-0.095	-0.093	-0.1995	-0.1953
84657	4232850	-0.095	-0.094	-0.1995	-0.1974
84658	4232900	-0.098	-0.095	-0.2058	-0.1995
84659	4232950	-0.097	-0.096	-0.2037	-0.2016
84660	4233000	-0.096	-0.096	-0.2016	-0.2016
84661	4233050	-0.096	-0.096	-0.2016	-0.2016
84662	4233100	-0.1	-0.095	-0.21	-0.1995
84663	4233150	-0.104	-0.094	-0.2184	-0.1974
84664	4233200	-0.105	-0.093	-0.2205	-0.1953
